date,run_local_time,issue_local_time,issued_day_utc,mae_forecast,mae_lstm,rmse_forecast,rmse_lstm,mae_improvement_lstm_vs_forecast,rmse_improvement_lstm_vs_forecast,avg_actual_wind_speed,avg_forecast_wind_speed,avg_lstm_wind_speed,n_points,details_csv,snapshot_csv,evaluation_type,data_source
2026-05-23,2026-06-09T11:09:24.580840+02:00,2026-05-22T07:03:00.310000+02:00,2026-05-22,2.158333333333333,2.225093740224838,2.715886902407143,2.8496032734716055,-0.06676040689150486,-0.13371637106446244,4.495833333333334,4.958333333333333,2.756369193394979,24,next_day_wind_model/artifacts/daily_error_details/20260523_dayahead_actual_forecast_lstm.csv,next_day_wind_model/artifacts/dayahead_snapshots/20260522-072130_target_20260523.csv,day_ahead_frozen,prediction_log
2026-05-24,2026-06-09T11:09:24.580840+02:00,2026-05-23T07:03:02.036000+02:00,2026-05-23,2.157894736842105,1.1579815485236937,2.620021000211877,1.3880266531878058,0.9999131883184111,1.2319943470240713,3.3837719298245617,4.958333333333333,3.292902352909247,24,next_day_wind_model/artifacts/daily_error_details/20260524_dayahead_actual_forecast_lstm.csv,next_day_wind_model/artifacts/dayahead_snapshots/20260523-072004_target_20260524.csv,day_ahead_frozen,prediction_log
2026-05-25,2026-06-09T11:09:24.580840+02:00,2026-05-24T07:03:01.509000+02:00,2026-05-24,2.8776315789473688,1.5005031040363146,3.424237046941592,2.0666380290567274,1.3771284749110542,1.3575990178848647,2.8723684210526312,4.541666666666667,2.832727387547493,24,next_day_wind_model/artifacts/daily_error_details/20260525_dayahead_actual_forecast_lstm.csv,next_day_wind_model/artifacts/dayahead_snapshots/20260524-072003_target_20260525.csv,day_ahead_frozen,prediction_log
2026-05-26,2026-06-09T11:09:24.580840+02:00,2026-05-25T07:03:05.891000+02:00,2026-05-25,2.5395833333333333,1.846678273876508,2.974212080534944,2.098822299699668,0.6929050594568253,0.8753897808352762,3.252083333333333,5.208333333333333,3.475505456328392,24,next_day_wind_model/artifacts/daily_error_details/20260526_dayahead_actual_forecast_lstm.csv,next_day_wind_model/artifacts/dayahead_snapshots/20260525-072019_target_20260526.csv,day_ahead_frozen,prediction_log
2026-05-27,2026-06-09T11:09:24.580840+02:00,2026-05-26T07:03:04.678000+02:00,2026-05-26,3.2726973684210527,1.326268976090247,3.577888896303745,1.6734751032075903,1.9464283923308057,1.9044137930961549,5.352302631578948,8.625,6.370490183432897,24,next_day_wind_model/artifacts/daily_error_details/20260527_dayahead_actual_forecast_lstm.csv,next_day_wind_model/artifacts/dayahead_snapshots/20260526-072024_target_20260527.csv,day_ahead_frozen,prediction_log
2026-05-28,2026-06-09T11:09:24.580840+02:00,2026-05-27T07:03:05.462000+02:00,2026-05-27,3.6628289473684212,1.1057831672199985,3.9615690109049613,1.389456112611076,2.5570457801484228,2.5721128982938852,4.003837719298246,7.666666666666667,4.83181494474411,24,next_day_wind_model/artifacts/daily_error_details/20260528_dayahead_actual_forecast_lstm.csv,next_day_wind_model/artifacts/dayahead_snapshots/20260527-072021_target_20260528.csv,day_ahead_frozen,prediction_log
2026-05-29,2026-06-09T11:09:24.580840+02:00,2026-05-28T07:03:06.547000+02:00,2026-05-28,2.468859649122807,1.618243654150712,2.964013832782054,2.1607649289899085,0.8506159949720953,0.8032489037921455,4.822807017543859,6.333333333333333,4.243824263413747,24,next_day_wind_model/artifacts/daily_error_details/20260529_dayahead_actual_forecast_lstm.csv,next_day_wind_model/artifacts/dayahead_snapshots/20260528-072024_target_20260529.csv,day_ahead_frozen,prediction_log
2026-05-30,2026-06-09T11:09:24.580840+02:00,2026-05-29T07:03:07.915000+02:00,2026-05-29,2.6518640350877196,1.3602819712538468,2.9935728224490603,1.714401271887647,1.2915820638338729,1.2791715505614134,3.348135964912281,5.041666666666667,3.7657493948936462,24,next_day_wind_model/artifacts/daily_error_details/20260530_dayahead_actual_forecast_lstm.csv,next_day_wind_model/artifacts/dayahead_snapshots/20260529-072116_target_20260530.csv,day_ahead_frozen,prediction_log
2026-05-31,2026-06-09T11:09:24.580840+02:00,2026-05-30T07:03:11.120000+02:00,2026-05-30,2.3782894736842106,1.2201267094727148,3.109448747658031,1.5661204172720788,1.1581627642114958,1.5433283303859522,4.955043859649122,7.0,5.289204113185406,24,next_day_wind_model/artifacts/daily_error_details/20260531_dayahead_actual_forecast_lstm.csv,next_day_wind_model/artifacts/dayahead_snapshots/20260530-072147_target_20260531.csv,day_ahead_frozen,prediction_log
2026-06-01,2026-06-09T11:09:24.580840+02:00,2026-05-31T07:03:14.164000+02:00,2026-05-31,1.9004385964912283,1.7449309540945188,2.323300220602319,2.217470928241393,0.15550764239670944,0.10582929236092609,4.724561403508773,4.208333333333333,3.308554088075956,24,next_day_wind_model/artifacts/daily_error_details/20260601_dayahead_actual_forecast_lstm.csv,next_day_wind_model/artifacts/dayahead_snapshots/20260531-072152_target_20260601.csv,day_ahead_frozen,prediction_log
