log_id,timestamp,WindForecastAvr,WindForecastMax,Temperature,row_id,WindDirection,iso_time
14908,1757592000000,11,18,15.5,16,231,2025-09-11T12:00:00Z
14909,1757595600000,10,17,14.7,17,229,2025-09-11T13:00:00Z
14910,1757599200000,13,25,15.7,18,211,2025-09-11T14:00:00Z
14911,1757602800000,12,22,16.5,19,214,2025-09-11T15:00:00Z
14912,1757606400000,11,22,16.0,20,217,2025-09-11T16:00:00Z
14913,1757610000000,10,20,15.7,21,205,2025-09-11T17:00:00Z
14914,1757613600000,10,20,15.0,22,226,2025-09-11T18:00:00Z
14915,1757617200000,8,15,13.4,23,207,2025-09-11T19:00:00Z
14916,1757620800000,14,24,14.0,24,187,2025-09-11T20:00:00Z
14917,1757624400000,15,25,14.1,25,202,2025-09-11T21:00:00Z
14918,1757628000000,11,26,13.9,26,203,2025-09-11T22:00:00Z
14919,1757631600000,12,22,13.6,27,206,2025-09-11T23:00:00Z
14920,1757635200000,12,23,13.5,28,205,2025-09-12T00:00:00Z
14921,1757638800000,11,22,13.2,29,202,2025-09-12T01:00:00Z
14922,1757642400000,12,22,13.3,30,200,2025-09-12T02:00:00Z
14923,1757646000000,12,23,13.4,31,210,2025-09-12T03:00:00Z
14924,1757649600000,12,23,12.5,32,199,2025-09-12T04:00:00Z
14925,1757653200000,11,21,12.2,33,201,2025-09-12T05:00:00Z
14926,1757656800000,14,26,12.6,34,199,2025-09-12T06:00:00Z
14927,1757660400000,11,27,13.2,35,211,2025-09-12T07:00:00Z
14928,1757664000000,14,26,13.7,36,209,2025-09-12T08:00:00Z
14929,1757667600000,12,28,13.9,37,204,2025-09-12T09:00:00Z
14930,1757671200000,10,21,14.6,38,199,2025-09-12T10:00:00Z
14931,1757674800000,12,22,15.4,39,215,2025-09-12T11:00:00Z
14932,1757678400000,12,23,16.0,40,219,2025-09-12T12:00:00Z
