timestamp,WindForecastAvr,WindForecastMax,Temperature,Pressure,WindDirection,Rain,RH,Clouds,low_cloud_cover,medium_cloud_cover,high_cloud_cover,cloud_base,global_radiation,iso_time
1765202400000,16,29,13.9,1010,234,0.0,89,100,34,100,100,408,0,2025-12-08T14:00:00Z
1765206000000,14,26,13.9,1010,235,0.0,89,100,37,100,100,900,0,2025-12-08T15:00:00Z
1765209600000,12,22,13.3,1011,236,0.0,90,100,16,0,99,407,0,2025-12-08T16:00:00Z
1765213200000,9,17,13.5,1011,229,0.0,90,100,0,0,100,8246,0,2025-12-08T17:00:00Z
1765216800000,9,17,13.5,1011,227,0.0,90,100,12,100,100,630,0,2025-12-08T18:00:00Z
1765220400000,12,19,12.7,1011,224,0.0,91,100,28,91,100,6654,0,2025-12-08T19:00:00Z
1765224000000,14,22,12.9,1012,224,0.0,89,100,2,100,100,5762,0,2025-12-08T20:00:00Z
1765227600000,13,23,12.6,1012,227,0.0,87,100,100,100,100,1593,0,2025-12-08T21:00:00Z
1765231200000,14,25,12.8,1012,232,0.0,90,100,100,100,100,2026,0,2025-12-08T22:00:00Z
1765234800000,12,25,12.6,1012,229,0.1,91,100,100,100,100,511,0,2025-12-08T23:00:00Z
1765238400000,9,21,12.4,1012,213,0.5,94,100,100,100,100,457,0,2025-12-09T00:00:00Z
1765242000000,8,16,12.3,1012,204,0.0,95,100,100,100,99,1805,0,2025-12-09T01:00:00Z
1765245600000,7,13,12.3,1012,194,0.2,96,100,100,100,100,268,0,2025-12-09T02:00:00Z
1765249200000,8,15,12.6,1011,198,0.4,96,100,99,100,100,1918,0,2025-12-09T03:00:00Z
1765252800000,8,15,12.4,1011,189,0.0,94,100,7,89,100,6013,0,2025-12-09T04:00:00Z
1765256400000,9,16,12.2,1010,185,0.0,92,100,24,94,100,5382,0,2025-12-09T05:00:00Z
1765260000000,9,15,12.2,1010,180,0.0,90,100,0,100,100,4424,0,2025-12-09T06:00:00Z
1765263600000,10,17,12.2,1010,180,0.0,87,100,1,100,100,3251,0,2025-12-09T07:00:00Z
1765267200000,9,17,12.1,1009,176,0.0,85,100,0,100,100,2808,856,2025-12-09T08:00:00Z
1765270800000,9,17,12.0,1009,188,0.0,84,100,0,100,100,2273,16374,2025-12-09T09:00:00Z
1765274400000,11,19,11.7,1009,187,0.2,87,100,2,100,99,2151,45114,2025-12-09T10:00:00Z
1765278000000,10,19,11.3,1009,187,0.3,91,100,100,100,97,1597,22578,2025-12-09T11:00:00Z
1765281600000,10,17,11.4,1008,175,0.0,89,100,100,100,100,1600,51923,2025-12-09T12:00:00Z
1765285200000,11,19,11.6,1007,176,0.0,86,100,99,100,100,1506,61459,2025-12-09T13:00:00Z
1765288800000,12,22,11.9,1006,181,0.0,84,100,12,100,100,2169,5511,2025-12-09T14:00:00Z
1765292400000,13,22,12.1,1006,180,0.0,82,100,11,100,96,2170,48253,2025-12-09T15:00:00Z
1765296000000,13,23,12.4,1006,185,0.0,81,100,16,100,97,2292,53357,2025-12-09T16:00:00Z
1765299600000,14,24,12.7,1006,192,0.0,79,100,100,100,57,1318,53357,2025-12-09T17:00:00Z
1765303200000,15,27,12.7,1007,192,0.0,80,100,100,100,96,1408,53357,2025-12-09T18:00:00Z
1765306800000,15,27,12.1,1006,193,0.0,87,100,98,100,93,1706,53357,2025-12-09T19:00:00Z
1765310400000,15,27,12.1,1007,201,0.0,87,100,99,100,100,756,53357,2025-12-09T20:00:00Z
1765314000000,14,26,11.8,1007,204,0.4,92,100,100,100,99,627,53357,2025-12-09T21:00:00Z
1765317600000,13,24,12.2,1008,212,0.1,91,100,100,100,99,405,53357,2025-12-09T22:00:00Z
1765321200000,12,25,12.4,1008,215,0.0,90,90,51,56,53,9999,53357,2025-12-09T23:00:00Z
1765324800000,13,22,12.6,1009,221,0.0,88,100,100,55,100,511,53357,2025-12-10T00:00:00Z
1765328400000,16,28,12.6,1010,230,0.0,86,67,2,1,66,9999,53357,2025-12-10T01:00:00Z
1765332000000,13,27,12.1,1010,226,0.0,88,29,15,0,16,9999,53357,2025-12-10T02:00:00Z
1765335600000,12,24,11.7,1010,225,0.0,89,25,0,0,25,9999,53357,2025-12-10T03:00:00Z
1765339200000,11,21,11.5,1011,224,0.0,91,81,64,0,47,9999,53357,2025-12-10T04:00:00Z
1765342800000,12,21,11.6,1011,225,0.0,89,79,2,0,79,9999,53357,2025-12-10T05:00:00Z
1765346400000,11,20,11.5,1012,223,0.0,89,92,75,3,70,1046,53357,2025-12-10T06:00:00Z
1765350000000,10,19,11.5,1013,216,0.0,89,100,12,6,100,6412,53317,2025-12-10T07:00:00Z
1765353600000,11,19,11.6,1014,220,0.0,88,98,1,3,98,9999,55436,2025-12-10T08:00:00Z
1765357200000,11,19,11.6,1014,221,0.0,87,70,2,0,69,9999,15180,2025-12-10T09:00:00Z
1765360800000,12,21,11.8,1015,221,0.0,86,100,100,0,33,687,58029,2025-12-10T10:00:00Z
1765364400000,13,23,11.8,1015,223,0.2,89,100,100,100,8,455,62936,2025-12-10T11:00:00Z
1765368000000,13,24,12.2,1015,228,0.6,86,11,8,0,3,9999,18268,2025-12-10T12:00:00Z
1765371600000,14,26,12.3,1015,230,0.0,84,5,3,0,2,9999,55056,2025-12-10T13:00:00Z
1765375200000,15,26,12.1,1016,233,0.0,85,4,3,0,1,9999,12888,2025-12-10T14:00:00Z
1765378800000,15,29,11.6,1017,232,0.0,85,100,0,0,100,7624,42123,2025-12-10T15:00:00Z
1765382400000,14,28,11.2,1017,230,0.0,87,72,36,0,56,9999,53166,2025-12-10T16:00:00Z
1765386000000,15,26,11.3,1017,230,0.0,86,100,100,100,25,893,53166,2025-12-10T17:00:00Z
1765389600000,16,28,11.0,1018,237,0.0,88,6,6,0,0,9999,53166,2025-12-10T18:00:00Z
1765393200000,14,28,10.5,1019,235,0.0,91,2,2,0,0,9999,53166,2025-12-10T19:00:00Z
1765396800000,13,24,10.4,1019,237,0.0,93,3,3,0,0,9999,53166,2025-12-10T20:00:00Z
1765400400000,12,23,10.2,1019,236,0.0,93,1,1,0,0,9999,53166,2025-12-10T21:00:00Z
1765404000000,12,22,10.1,1020,237,0.0,93,2,2,0,0,9999,53166,2025-12-10T22:00:00Z
1765407600000,12,21,10.1,1021,248,0.0,92,99,99,0,0,684,53166,2025-12-10T23:00:00Z
1765411200000,9,21,9.8,1021,247,0.0,88,0,0,0,0,9999,53166,2025-12-11T00:00:00Z
1765414800000,8,16,9.3,1021,235,0.0,88,0,0,0,0,9999,53166,2025-12-11T01:00:00Z
1765418400000,8,14,8.9,1021,227,0.0,88,0,0,0,0,9999,53166,2025-12-11T02:00:00Z
1765422000000,7,12,8.0,1021,212,0.0,91,0,0,0,0,9999,53166,2025-12-11T03:00:00Z
1765425600000,8,13,7.7,1021,211,0.0,93,0,0,0,0,9999,53166,2025-12-11T04:00:00Z
1765429200000,7,13,7.7,1021,221,0.0,95,0,0,0,0,9999,53166,2025-12-11T05:00:00Z
1765432800000,7,12,7.6,1021,205,0.0,94,0,0,0,0,9999,53166,2025-12-11T06:00:00Z
1765436400000,7,12,7.0,1021,206,0.0,95,50,7,0,46,9999,53446,2025-12-11T07:00:00Z
1765440000000,7,13,7.2,1022,214,0.0,93,15,0,0,14,9999,57887,2025-12-11T08:00:00Z
1765443600000,6,11,7.5,1022,226,0.0,94,93,93,0,0,187,59137,2025-12-11T09:00:00Z
1765447200000,6,13,8.2,1022,220,0.0,93,97,97,0,0,560,42056,2025-12-11T10:00:00Z
