log_id,timestamp,AverageWind,MaxWind,MinWind,WaterTemperatuur,AccuTemperatuur,row_id,longitude,latitude,WindDirection,iso_time
342963,1771203851000,4,5,3,0,1.0,14,0,0,192,2026-02-16T01:04:11Z
342964,1771204391000,3,5,2,0,1.5,15,0,0,192,2026-02-16T01:13:11Z
342965,1771204751000,3,4,3,0,2.0,16,0,0,192,2026-02-16T01:19:11Z
342966,1771205291000,5,7,4,0,2.0,17,0,0,192,2026-02-16T01:28:11Z
342967,1771205470000,5,6,3,0,2.0,18,0,0,192,2026-02-16T01:31:10Z
342969,1771205834000,4,7,3,0,2.0,19,0,0,192,2026-02-16T01:37:14Z
342970,1771206011000,4,6,3,0,2.0,20,0,0,193,2026-02-16T01:40:11Z
342971,1771206191000,3,4,2,0,2.0,21,0,0,193,2026-02-16T01:43:11Z
342972,1771206371000,3,4,2,0,2.0,22,0,0,192,2026-02-16T01:46:11Z
342973,1771206731000,5,7,4,0,2.5,23,0,0,193,2026-02-16T01:52:11Z
342974,1771206910000,5,7,4,0,2.5,24,0,0,193,2026-02-16T01:55:10Z
342975,1771207271000,4,5,3,0,2.5,25,0,0,193,2026-02-16T02:01:11Z
342976,1771207631000,4,5,3,0,2.5,26,0,0,193,2026-02-16T02:07:11Z
342977,1771207811000,3,4,3,0,2.5,27,0,0,193,2026-02-16T02:10:11Z
342978,1771208351000,5,6,4,0,2.5,28,0,0,193,2026-02-16T02:19:11Z
342979,1771208711000,5,6,4,0,2.5,29,0,0,193,2026-02-16T02:25:11Z
342980,1771208891000,4,6,3,0,4.0,30,0,0,193,2026-02-16T02:28:11Z
342981,1771209611000,8,11,6,0,4.0,31,0,0,280,2026-02-16T02:40:11Z
342982,1771209791000,8,10,7,0,4.0,32,0,0,287,2026-02-16T02:43:11Z
342983,1771210151000,8,11,7,0,5.5,33,0,0,282,2026-02-16T02:49:11Z
342984,1771210332000,9,12,6,0,5.5,34,0,0,276,2026-02-16T02:52:12Z
342985,1771211592000,8,9,5,0,5.5,35,0,0,282,2026-02-16T03:13:12Z
342986,1771211771000,8,11,6,0,5.5,36,0,0,287,2026-02-16T03:16:11Z
342987,1771211952000,7,8,6,0,5.5,37,0,0,282,2026-02-16T03:19:12Z
342988,1771212132000,7,9,6,0,5.5,38,0,0,281,2026-02-16T03:22:12Z
342989,1771212492000,7,9,6,0,5.5,39,0,0,273,2026-02-16T03:28:12Z
342990,1771212671000,7,10,6,0,5.5,40,0,0,273,2026-02-16T03:31:11Z
342991,1771213032000,9,12,7,0,5.5,41,0,0,278,2026-02-16T03:37:12Z
342992,1771213211000,9,11,8,0,5.5,42,0,0,283,2026-02-16T03:40:11Z
342993,1771213571000,9,11,7,0,5.5,43,0,0,281,2026-02-16T03:46:11Z
342994,1771213932000,9,11,7,0,5.5,44,0,0,281,2026-02-16T03:52:12Z
342995,1771214472000,9,13,7,0,5.5,45,0,0,281,2026-02-16T04:01:12Z
342996,1771214652000,9,11,7,0,5.5,46,0,0,280,2026-02-16T04:04:12Z
342997,1771215012000,7,10,6,0,5.5,47,0,0,264,2026-02-16T04:10:12Z
342998,1771215192000,8,11,6,0,6.0,48,0,0,267,2026-02-16T04:13:12Z
342999,1771215372000,8,11,6,0,6.5,49,0,0,268,2026-02-16T04:16:12Z
343000,1771215552000,7,10,6,0,6.5,50,0,0,271,2026-02-16T04:19:12Z
343001,1771215912000,8,10,6,0,6.5,51,0,0,275,2026-02-16T04:25:12Z
343002,1771216092000,9,12,7,0,6.5,52,0,0,272,2026-02-16T04:28:12Z
343003,1771217352000,8,11,6,0,6.5,53,0,0,273,2026-02-16T04:49:12Z
343004,1771218254000,6,9,4,0,6.5,54,0,0,273,2026-02-16T05:04:14Z
343005,1771218792000,5,7,4,0,6.5,55,0,0,269,2026-02-16T05:13:12Z
343006,1771218972000,7,9,5,0,6.5,56,0,0,268,2026-02-16T05:16:12Z
343007,1771219513000,7,10,6,0,6.5,57,0,0,283,2026-02-16T05:25:13Z
343008,1771219693000,7,10,6,0,6.5,58,0,0,273,2026-02-16T05:28:13Z
343009,1771219872000,8,11,6,0,6.5,59,0,0,263,2026-02-16T05:31:12Z
343010,1771220234000,7,11,6,0,6.5,60,0,0,276,2026-02-16T05:37:14Z
343011,1771220593000,8,10,7,0,6.5,61,0,0,276,2026-02-16T05:43:13Z
343012,1771220952000,7,9,6,0,6.5,62,0,0,280,2026-02-16T05:49:12Z
343013,1771221312000,8,9,6,0,6.5,63,0,0,269,2026-02-16T05:55:12Z
