log_id,timestamp,WindForecastAvr,WindForecastMax,Temperature,row_id,WindDirection,iso_time
15676,1760356800000,4,9,16.5,64,55,2025-10-13T12:00:00Z
15677,1760360400000,4,9,15.8,65,347,2025-10-13T13:00:00Z
15678,1760364000000,3,7,15.5,66,357,2025-10-13T14:00:00Z
15679,1760367600000,7,14,15.7,67,350,2025-10-13T15:00:00Z
15680,1760371200000,5,11,15.0,68,355,2025-10-13T16:00:00Z
15681,1760374800000,3,7,14.9,69,15,2025-10-13T17:00:00Z
15682,1760378400000,3,6,13.6,70,26,2025-10-13T18:00:00Z
15683,1760382000000,4,8,13.1,71,18,2025-10-13T19:00:00Z
15684,1760385600000,4,7,12.8,72,19,2025-10-13T20:00:00Z
15685,1760389200000,3,6,11.7,1,1,2025-10-13T21:00:00Z
15686,1760392800000,4,6,11.3,2,14,2025-10-13T22:00:00Z
15687,1760396400000,4,6,11.1,3,16,2025-10-13T23:00:00Z
15688,1760400000000,4,6,10.8,4,26,2025-10-14T00:00:00Z
15689,1760403600000,4,7,11.6,5,28,2025-10-14T01:00:00Z
15690,1760407200000,4,7,12.5,6,21,2025-10-14T02:00:00Z
15691,1760410800000,4,8,12.7,7,22,2025-10-14T03:00:00Z
15692,1760414400000,4,7,12.9,8,28,2025-10-14T04:00:00Z
15693,1760418000000,1,6,13.1,9,68,2025-10-14T05:00:00Z
15694,1760421600000,3,5,13.3,10,306,2025-10-14T06:00:00Z
15695,1760425200000,4,6,13.6,11,325,2025-10-14T07:00:00Z
15696,1760428800000,5,8,14.2,12,325,2025-10-14T08:00:00Z
15697,1760432400000,5,10,14.9,13,348,2025-10-14T09:00:00Z
15698,1760436000000,6,12,15.0,14,339,2025-10-14T10:00:00Z
15699,1760439600000,6,12,15.6,15,347,2025-10-14T11:00:00Z
15700,1760443200000,9,16,15.9,16,357,2025-10-14T12:00:00Z
