log_id,timestamp,WindForecastAvr,WindForecastMax,Temperature,row_id,WindDirection,iso_time
15556,1759924800000,6,11,16.4,16,277,2025-10-08T12:00:00Z
15557,1759928400000,7,14,16.9,17,283,2025-10-08T13:00:00Z
15558,1759932000000,6,12,16.6,18,289,2025-10-08T14:00:00Z
15559,1759935600000,6,11,15.9,19,276,2025-10-08T15:00:00Z
15560,1759939200000,6,11,15.7,20,265,2025-10-08T16:00:00Z
15561,1759942800000,6,11,15.5,21,260,2025-10-08T17:00:00Z
15562,1759946400000,6,11,15.3,22,260,2025-10-08T18:00:00Z
15563,1759950000000,9,14,14.7,23,12,2025-10-08T19:00:00Z
15564,1759953600000,7,12,14.3,24,354,2025-10-08T20:00:00Z
15565,1759957200000,6,12,14.2,25,339,2025-10-08T21:00:00Z
15566,1759960800000,5,10,14.0,26,328,2025-10-08T22:00:00Z
15567,1759964400000,5,8,13.0,27,312,2025-10-08T23:00:00Z
15568,1759968000000,5,8,12.8,28,315,2025-10-09T00:00:00Z
15569,1759971600000,5,8,13.2,29,314,2025-10-09T01:00:00Z
15570,1759975200000,5,8,13.3,30,317,2025-10-09T02:00:00Z
15571,1759978800000,5,9,13.5,31,316,2025-10-09T03:00:00Z
15572,1759982400000,4,8,13.6,32,313,2025-10-09T04:00:00Z
15573,1759986000000,4,6,13.7,33,299,2025-10-09T05:00:00Z
15574,1759989600000,4,7,14.0,34,295,2025-10-09T06:00:00Z
15575,1759993200000,5,8,14.1,35,281,2025-10-09T07:00:00Z
15576,1759996800000,4,9,14.2,36,282,2025-10-09T08:00:00Z
15577,1760000400000,6,11,14.7,37,280,2025-10-09T09:00:00Z
15578,1760004000000,8,13,14.5,38,287,2025-10-09T10:00:00Z
15579,1760007600000,7,13,15.5,39,280,2025-10-09T11:00:00Z
15580,1760011200000,8,15,15.9,40,282,2025-10-09T12:00:00Z
