log_id,timestamp,WindForecastAvr,WindForecastMax,Temperature,row_id,WindDirection,iso_time
14764,1757073600000,8,17,19.6,16,269,2025-09-05T12:00:00Z
14765,1757077200000,8,16,19.6,17,281,2025-09-05T13:00:00Z
14766,1757080800000,8,16,19.5,18,276,2025-09-05T14:00:00Z
14767,1757084400000,8,15,19.5,19,285,2025-09-05T15:00:00Z
14768,1757088000000,7,13,19.0,20,292,2025-09-05T16:00:00Z
14769,1757091600000,7,12,18.4,21,281,2025-09-05T17:00:00Z
14770,1757095200000,5,8,17.8,22,280,2025-09-05T18:00:00Z
14771,1757098800000,3,4,16.2,23,267,2025-09-05T19:00:00Z
14772,1757102400000,1,2,14.9,24,173,2025-09-05T20:00:00Z
14773,1757106000000,2,3,14.1,25,166,2025-09-05T21:00:00Z
14774,1757109600000,4,4,13.4,26,179,2025-09-05T22:00:00Z
14775,1757113200000,4,5,13.3,27,186,2025-09-05T23:00:00Z
14776,1757116800000,4,5,13.0,28,166,2025-09-06T00:00:00Z
14777,1757120400000,4,5,12.6,29,166,2025-09-06T01:00:00Z
14778,1757124000000,4,5,12.3,30,154,2025-09-06T02:00:00Z
14779,1757127600000,4,5,12.0,31,159,2025-09-06T03:00:00Z
14780,1757131200000,4,6,11.7,32,155,2025-09-06T04:00:00Z
14781,1757134800000,4,7,11.4,33,162,2025-09-06T05:00:00Z
14782,1757138400000,5,8,12.2,34,143,2025-09-06T06:00:00Z
14783,1757142000000,4,8,14.3,35,148,2025-09-06T07:00:00Z
14784,1757145600000,5,10,16.4,36,141,2025-09-06T08:00:00Z
14785,1757149200000,6,12,18.1,37,139,2025-09-06T09:00:00Z
14786,1757152800000,6,12,19.9,38,136,2025-09-06T10:00:00Z
14787,1757156400000,6,13,20.9,39,128,2025-09-06T11:00:00Z
14788,1757160000000,6,14,21.7,40,123,2025-09-06T12:00:00Z
