log_id,timestamp,WindForecastAvr,WindForecastMax,Temperature,row_id,WindDirection,iso_time
14812,1757246400000,11,21,24.4,64,121,2025-09-07T12:00:00Z
14813,1757250000000,11,21,25.6,65,122,2025-09-07T13:00:00Z
14814,1757253600000,10,20,26.2,66,125,2025-09-07T14:00:00Z
14815,1757257200000,9,19,26.7,67,125,2025-09-07T15:00:00Z
14816,1757260800000,8,16,26.5,68,123,2025-09-07T16:00:00Z
14817,1757264400000,9,17,25.7,69,124,2025-09-07T17:00:00Z
14818,1757268000000,9,17,24.1,70,119,2025-09-07T18:00:00Z
14819,1757271600000,8,15,23.0,71,125,2025-09-07T19:00:00Z
14820,1757275200000,8,16,22.3,72,136,2025-09-07T20:00:00Z
14821,1757278800000,8,14,22.0,1,137,2025-09-07T21:00:00Z
14822,1757282400000,5,15,21.5,2,127,2025-09-07T22:00:00Z
14823,1757286000000,3,8,21.0,3,182,2025-09-07T23:00:00Z
14824,1757289600000,4,6,20.7,4,226,2025-09-08T00:00:00Z
14825,1757293200000,8,13,21.1,5,263,2025-09-08T01:00:00Z
14826,1757296800000,5,15,20.7,6,269,2025-09-08T02:00:00Z
14827,1757300400000,6,10,20.2,7,264,2025-09-08T03:00:00Z
14828,1757304000000,6,11,19.7,8,271,2025-09-08T04:00:00Z
14829,1757307600000,6,10,19.5,9,248,2025-09-08T05:00:00Z
14830,1757311200000,6,11,19.3,10,258,2025-09-08T06:00:00Z
14831,1757314800000,8,14,19.5,11,254,2025-09-08T07:00:00Z
14832,1757318400000,8,15,19.8,12,262,2025-09-08T08:00:00Z
14833,1757322000000,9,17,20.4,13,267,2025-09-08T09:00:00Z
14834,1757325600000,10,19,20.7,14,272,2025-09-08T10:00:00Z
14835,1757329200000,9,19,20.9,15,279,2025-09-08T11:00:00Z
14836,1757332800000,9,19,20.9,16,275,2025-09-08T12:00:00Z
