timestamp,WindForecastAvr,WindForecastMax,Temperature,Pressure,WindDirection,Rain,RH,Clouds,low_cloud_cover,medium_cloud_cover,high_cloud_cover,cloud_base,global_radiation,iso_time
1772438400000,8,14,7.7,1018,165,0,79,72,0,0,72,9999,0,2026-03-02T08:00:00Z
1772442000000,7,13,9.4,1019,170,0,77,49,0,0,49,9999,0,2026-03-02T09:00:00Z
1772445600000,6,12,11.2,1019,174,0,68,100,0,0,100,8890,0,2026-03-02T10:00:00Z
1772449200000,6,14,12.4,1019,181,0,65,97,0,0,97,9214,0,2026-03-02T11:00:00Z
1772452800000,8,16,13.6,1019,166,0,62,4,0,0,4,9999,0,2026-03-02T12:00:00Z
1772456400000,8,16,14.8,1018,178,0,57,50,0,0,50,9999,0,2026-03-02T13:00:00Z
1772460000000,8,15,15.1,1018,187,0,57,92,0,0,92,9999,0,2026-03-02T14:00:00Z
1772463600000,7,14,15.5,1018,180,0,59,38,0,0,38,9999,0,2026-03-02T15:00:00Z
1772467200000,5,10,15.3,1018,161,0,62,65,0,0,65,9893,0,2026-03-02T16:00:00Z
1772470800000,5,10,14.1,1018,163,0,68,0,0,0,0,9999,45365,2026-03-02T17:00:00Z
1772474400000,5,8,12.0,1019,155,0,74,0,0,0,0,9999,58582,2026-03-02T18:00:00Z
1772478000000,4,6,10.3,1019,142,0,80,0,0,0,0,9999,58590,2026-03-02T19:00:00Z
1772481600000,5,8,9.5,1020,155,0,83,0,0,0,0,9999,58592,2026-03-02T20:00:00Z
1772485200000,5,7,8.9,1021,161,0,83,65,0,0,65,9541,58592,2026-03-02T21:00:00Z
1772488800000,5,8,8.7,1021,170,0,83,0,0,0,0,9999,58592,2026-03-02T22:00:00Z
1772492400000,4,8,7.8,1021,179,0,85,0,0,0,0,9999,58592,2026-03-02T23:00:00Z
1772496000000,4,5,6.9,1022,152,0,85,0,0,0,0,9999,58592,2026-03-03T00:00:00Z
1772499600000,5,7,6.5,1022,166,0,85,0,0,0,0,9999,58592,2026-03-03T01:00:00Z
1772503200000,4,7,6.3,1022,182,0,87,0,0,0,0,9999,58592,2026-03-03T02:00:00Z
1772506800000,4,5,5.8,1022,189,0,86,0,0,0,0,9999,58592,2026-03-03T03:00:00Z
1772510400000,3,5,5.5,1023,197,0,85,0,0,0,0,9999,58592,2026-03-03T04:00:00Z
1772514000000,3,4,5.0,1023,176,0,84,0,0,0,0,9999,58592,2026-03-03T05:00:00Z
1772517600000,3,3,4.8,1024,194,0,84,0,0,0,0,9999,58592,2026-03-03T06:00:00Z
1772521200000,4,5,5.0,1024,186,0,86,0,0,0,0,9999,33836,2026-03-03T07:00:00Z
1772524800000,4,6,7.5,1025,293,0,88,1,1,0,0,9999,37671,2026-03-03T08:00:00Z
1772528400000,5,12,9.7,1026,6,0,91,6,6,0,0,9999,56281,2026-03-03T09:00:00Z
1772532000000,2,9,11.9,1027,30,0,83,1,1,0,0,9999,37410,2026-03-03T10:00:00Z
1772535600000,5,9,12.1,1027,324,0,86,37,37,0,0,9999,12396,2026-03-03T11:00:00Z
1772539200000,8,14,9.6,1027,346,0,91,100,100,0,0,95,22612,2026-03-03T12:00:00Z
1772542800000,6,14,11.0,1027,353,0,86,8,8,0,0,9999,6095,2026-03-03T13:00:00Z
1772546400000,7,13,11.7,1027,353,0,81,1,1,0,0,9999,37516,2026-03-03T14:00:00Z
1772550000000,6,13,12.6,1028,20,0,78,4,4,0,0,9999,17408,2026-03-03T15:00:00Z
1772553600000,8,14,11.5,1028,37,0,79,90,90,0,0,892,36145,2026-03-03T16:00:00Z
