log_id,timestamp,WindForecastAvr,WindForecastMax,Temperature,row_id,WindDirection,iso_time
14740,1756987200000,11,22,21.0,64,184,2025-09-04T12:00:00Z
14741,1756990800000,11,23,21.9,65,181,2025-09-04T13:00:00Z
14742,1756994400000,11,21,21.0,66,198,2025-09-04T14:00:00Z
14743,1756998000000,9,18,18.6,67,217,2025-09-04T15:00:00Z
14744,1757001600000,7,12,18.9,68,181,2025-09-04T16:00:00Z
14745,1757005200000,7,13,19.3,69,205,2025-09-04T17:00:00Z
14746,1757008800000,6,11,18.1,70,228,2025-09-04T18:00:00Z
14747,1757012400000,10,18,17.2,71,228,2025-09-04T19:00:00Z
14748,1757016000000,6,11,16.4,72,212,2025-09-04T20:00:00Z
14749,1757019600000,7,12,16.9,1,189,2025-09-04T21:00:00Z
14750,1757023200000,7,14,16.0,2,211,2025-09-04T22:00:00Z
14751,1757026800000,8,14,16.7,3,250,2025-09-04T23:00:00Z
14752,1757030400000,7,14,16.4,4,259,2025-09-05T00:00:00Z
14753,1757034000000,8,14,16.2,5,274,2025-09-05T01:00:00Z
14754,1757037600000,6,13,15.6,6,272,2025-09-05T02:00:00Z
14755,1757041200000,4,10,15.0,7,267,2025-09-05T03:00:00Z
14756,1757044800000,3,6,14.3,8,229,2025-09-05T04:00:00Z
14757,1757048400000,3,4,13.4,9,221,2025-09-05T05:00:00Z
14758,1757052000000,5,7,15.2,10,268,2025-09-05T06:00:00Z
14759,1757055600000,6,11,17.5,11,261,2025-09-05T07:00:00Z
14760,1757059200000,7,13,17.9,12,252,2025-09-05T08:00:00Z
14761,1757062800000,8,14,18.3,13,260,2025-09-05T09:00:00Z
14762,1757066400000,7,14,18.6,14,259,2025-09-05T10:00:00Z
14763,1757070000000,8,16,19.3,15,269,2025-09-05T11:00:00Z
14764,1757073600000,9,18,19.6,16,269,2025-09-05T12:00:00Z
