log_id,timestamp,WindForecastAvr,WindForecastMax,Temperature,row_id,WindDirection,iso_time
15748,1760616000000,7,13,15.8,64,14,2025-10-16T12:00:00Z
15749,1760619600000,8,16,15.9,65,2,2025-10-16T13:00:00Z
15750,1760623200000,7,15,14.8,66,2,2025-10-16T14:00:00Z
15751,1760626800000,6,11,14.9,67,20,2025-10-16T15:00:00Z
15752,1760630400000,8,13,14.6,68,6,2025-10-16T16:00:00Z
15753,1760634000000,3,6,13.3,69,2,2025-10-16T17:00:00Z
15754,1760637600000,3,7,13.6,70,17,2025-10-16T18:00:00Z
15755,1760641200000,4,6,13.5,71,5,2025-10-16T19:00:00Z
15756,1760644800000,3,6,13.4,72,355,2025-10-16T20:00:00Z
15757,1760648400000,4,6,13.6,1,352,2025-10-16T21:00:00Z
15758,1760652000000,5,9,13.7,2,4,2025-10-16T22:00:00Z
15759,1760655600000,4,9,13.6,3,9,2025-10-16T23:00:00Z
15760,1760659200000,5,8,13.5,4,8,2025-10-17T00:00:00Z
15761,1760662800000,4,8,13.3,5,14,2025-10-17T01:00:00Z
15762,1760666400000,3,7,13.2,6,11,2025-10-17T02:00:00Z
15763,1760670000000,2,5,13.2,7,20,2025-10-17T03:00:00Z
15764,1760673600000,1,3,13.1,8,321,2025-10-17T04:00:00Z
15765,1760677200000,4,7,13.3,9,343,2025-10-17T05:00:00Z
15766,1760680800000,7,12,12.9,10,356,2025-10-17T06:00:00Z
15767,1760684400000,4,11,12.8,11,345,2025-10-17T07:00:00Z
15768,1760688000000,7,14,12.6,12,342,2025-10-17T08:00:00Z
15769,1760691600000,6,13,12.9,13,338,2025-10-17T09:00:00Z
15770,1760695200000,6,11,13.4,14,336,2025-10-17T10:00:00Z
15771,1760698800000,6,11,13.7,15,323,2025-10-17T11:00:00Z
15772,1760702400000,6,11,14.0,16,328,2025-10-17T12:00:00Z
