log_id,timestamp,WindForecastAvr,WindForecastMax,Temperature,row_id,WindDirection,iso_time
15364,1759233600000,7,13,18.0,40,298,2025-09-30T12:00:00Z
15365,1759237200000,9,16,18.0,41,311,2025-09-30T13:00:00Z
15366,1759240800000,8,14,17.6,42,309,2025-09-30T14:00:00Z
15367,1759244400000,7,14,17.8,43,323,2025-09-30T15:00:00Z
15368,1759248000000,4,9,16.8,44,7,2025-09-30T16:00:00Z
15369,1759251600000,5,8,15.5,45,2,2025-09-30T17:00:00Z
15370,1759255200000,6,8,15.0,46,12,2025-09-30T18:00:00Z
15371,1759258800000,1,2,13.3,47,310,2025-09-30T19:00:00Z
15372,1759262400000,3,3,12.2,48,96,2025-09-30T20:00:00Z
15373,1759266000000,1,3,11.8,49,65,2025-09-30T21:00:00Z
15374,1759269600000,3,3,11.2,50,51,2025-09-30T22:00:00Z
15375,1759273200000,3,3,10.9,51,72,2025-09-30T23:00:00Z
15376,1759276800000,3,4,10.7,52,96,2025-10-01T00:00:00Z
15377,1759280400000,4,6,10.1,53,114,2025-10-01T01:00:00Z
15378,1759284000000,4,6,9.7,54,124,2025-10-01T02:00:00Z
15379,1759287600000,3,6,9.4,55,126,2025-10-01T03:00:00Z
15380,1759291200000,3,4,9.1,56,133,2025-10-01T04:00:00Z
15381,1759294800000,3,5,8.8,57,127,2025-10-01T05:00:00Z
15382,1759298400000,3,4,8.6,58,128,2025-10-01T06:00:00Z
15383,1759302000000,4,8,9.5,59,123,2025-10-01T07:00:00Z
15384,1759305600000,4,7,10.8,60,128,2025-10-01T08:00:00Z
15385,1759309200000,4,8,12.7,61,126,2025-10-01T09:00:00Z
15386,1759312800000,5,10,14.9,62,126,2025-10-01T10:00:00Z
15387,1759316400000,6,13,16.3,63,132,2025-10-01T11:00:00Z
15388,1759320000000,6,13,16.8,64,138,2025-10-01T12:00:00Z
