log_id,timestamp,WindForecastAvr,WindForecastMax,Temperature,row_id,WindDirection,iso_time
15628,1760184000000,5,9,16.1,16,314,2025-10-11T12:00:00Z
15629,1760187600000,5,9,15.7,17,320,2025-10-11T13:00:00Z
15630,1760191200000,6,10,16.1,18,310,2025-10-11T14:00:00Z
15631,1760194800000,6,10,15.7,19,305,2025-10-11T15:00:00Z
15632,1760198400000,5,8,15.6,20,314,2025-10-11T16:00:00Z
15633,1760202000000,5,9,14.9,21,305,2025-10-11T17:00:00Z
15634,1760205600000,4,7,14.6,22,292,2025-10-11T18:00:00Z
15635,1760209200000,4,4,12.4,23,296,2025-10-11T19:00:00Z
15636,1760212800000,4,5,14.3,24,324,2025-10-11T20:00:00Z
15637,1760216400000,4,6,14.4,25,308,2025-10-11T21:00:00Z
15638,1760220000000,4,6,14.4,26,291,2025-10-11T22:00:00Z
15639,1760223600000,4,6,14.4,27,317,2025-10-11T23:00:00Z
15640,1760227200000,3,6,14.3,28,312,2025-10-12T00:00:00Z
15641,1760230800000,2,5,14.3,29,301,2025-10-12T01:00:00Z
15642,1760234400000,2,4,14.1,30,283,2025-10-12T02:00:00Z
15643,1760238000000,3,4,14.0,31,290,2025-10-12T03:00:00Z
15644,1760241600000,3,4,13.9,32,290,2025-10-12T04:00:00Z
15645,1760245200000,3,5,13.9,33,291,2025-10-12T05:00:00Z
15646,1760248800000,4,6,14.2,34,300,2025-10-12T06:00:00Z
15647,1760252400000,4,6,14.4,35,299,2025-10-12T07:00:00Z
15648,1760256000000,5,9,15.0,36,332,2025-10-12T08:00:00Z
15649,1760259600000,5,9,15.4,37,328,2025-10-12T09:00:00Z
15650,1760263200000,4,9,15.9,38,349,2025-10-12T10:00:00Z
15651,1760266800000,5,10,16.2,39,342,2025-10-12T11:00:00Z
15652,1760270400000,5,10,15.9,40,322,2025-10-12T12:00:00Z
