log_id,timestamp,WindForecastAvr,WindForecastMax,Temperature,row_id,WindDirection,iso_time
14980,1757851200000,10,17,17.3,16,232,2025-09-14T12:00:00Z
14981,1757854800000,8,16,18.5,17,205,2025-09-14T13:00:00Z
14982,1757858400000,8,15,18.1,18,194,2025-09-14T14:00:00Z
14983,1757862000000,7,14,17.8,19,192,2025-09-14T15:00:00Z
14984,1757865600000,7,14,17.8,20,169,2025-09-14T16:00:00Z
14985,1757869200000,6,11,16.7,21,147,2025-09-14T17:00:00Z
14986,1757872800000,9,15,15.5,22,129,2025-09-14T18:00:00Z
14987,1757876400000,8,16,14.3,23,133,2025-09-14T19:00:00Z
14988,1757880000000,8,15,14.3,24,136,2025-09-14T20:00:00Z
14989,1757883600000,15,26,15.1,25,168,2025-09-14T21:00:00Z
14990,1757887200000,14,27,15.6,26,184,2025-09-14T22:00:00Z
14991,1757890800000,15,28,17.3,27,207,2025-09-14T23:00:00Z
14992,1757894400000,17,31,18.4,28,226,2025-09-15T00:00:00Z
14993,1757898000000,19,35,18.3,29,235,2025-09-15T01:00:00Z
14994,1757901600000,20,36,18.0,30,235,2025-09-15T02:00:00Z
14995,1757905200000,20,39,17.4,31,237,2025-09-15T03:00:00Z
14996,1757908800000,21,40,17.2,32,241,2025-09-15T04:00:00Z
14997,1757912400000,20,38,17.0,33,242,2025-09-15T05:00:00Z
14998,1757916000000,19,38,16.7,34,240,2025-09-15T06:00:00Z
14999,1757919600000,20,36,16.7,35,235,2025-09-15T07:00:00Z
15000,1757923200000,19,38,17.1,36,238,2025-09-15T08:00:00Z
15001,1757926800000,17,40,17.1,37,221,2025-09-15T09:00:00Z
15002,1757930400000,18,32,16.4,38,217,2025-09-15T10:00:00Z
15003,1757934000000,17,32,16.7,39,224,2025-09-15T11:00:00Z
15004,1757937600000,20,39,17.1,40,235,2025-09-15T12:00:00Z
