log_id,timestamp,AverageWind,MaxWind,MinWind,WaterTemperatuur,AccuTemperatuur,row_id,longitude,latitude,WindDirection,iso_time
346113,1772154007000,14,18,12,0,11.0,263,0,0,207,2026-02-27T01:00:07Z
346114,1772154188000,13,18,11,0,11.0,264,0,0,206,2026-02-27T01:03:08Z
346115,1772154367000,12,16,11,0,11.0,265,0,0,209,2026-02-27T01:06:07Z
346116,1772154548000,11,13,10,0,11.0,266,0,0,207,2026-02-27T01:09:08Z
346118,1772154910000,13,15,10,0,11.0,267,0,0,210,2026-02-27T01:15:10Z
346119,1772155088000,11,14,8,0,11.0,268,0,0,208,2026-02-27T01:18:08Z
346120,1772155268000,11,13,7,0,11.0,269,0,0,208,2026-02-27T01:21:08Z
346121,1772155447000,11,13,8,0,11.0,270,0,0,209,2026-02-27T01:24:07Z
346122,1772155627000,11,17,9,0,11.0,271,0,0,209,2026-02-27T01:27:07Z
346123,1772155808000,11,16,9,0,11.0,272,0,0,210,2026-02-27T01:30:08Z
346124,1772155987000,13,16,11,0,11.0,273,0,0,207,2026-02-27T01:33:07Z
346125,1772156167000,11,15,9,0,11.0,274,0,0,206,2026-02-27T01:36:07Z
346126,1772156348000,12,15,10,0,11.0,275,0,0,207,2026-02-27T01:39:08Z
346127,1772156528000,11,16,10,0,11.0,276,0,0,204,2026-02-27T01:42:08Z
346128,1772156707000,10,14,8,0,11.0,277,0,0,207,2026-02-27T01:45:07Z
346129,1772156888000,11,15,9,0,11.0,278,0,0,207,2026-02-27T01:48:08Z
346130,1772157068000,11,12,9,0,11.0,279,0,0,206,2026-02-27T01:51:08Z
346131,1772157248000,13,18,10,0,11.0,280,0,0,206,2026-02-27T01:54:08Z
346132,1772157428000,11,14,9,0,11.0,281,0,0,207,2026-02-27T01:57:08Z
346133,1772157608000,11,15,10,0,11.0,282,0,0,205,2026-02-27T02:00:08Z
346134,1772157788000,12,16,10,0,11.0,283,0,0,206,2026-02-27T02:03:08Z
346135,1772157968000,12,14,8,0,11.0,284,0,0,206,2026-02-27T02:06:08Z
346136,1772158149000,13,16,10,0,11.0,285,0,0,206,2026-02-27T02:09:09Z
346137,1772158508000,11,14,9,0,11.0,286,0,0,207,2026-02-27T02:15:08Z
346138,1772158688000,12,16,10,0,11.0,287,0,0,205,2026-02-27T02:18:08Z
346140,1772159054000,10,12,9,0,11.0,288,0,0,204,2026-02-27T02:24:14Z
346141,1772159228000,11,14,10,0,10.5,289,0,0,205,2026-02-27T02:27:08Z
346142,1772159409000,11,14,8,0,10.5,290,0,0,206,2026-02-27T02:30:09Z
346143,1772159768000,11,14,9,0,10.5,291,0,0,205,2026-02-27T02:36:08Z
346144,1772159948000,9,12,7,0,10.5,292,0,0,202,2026-02-27T02:39:08Z
346145,1772160129000,9,11,7,0,10.5,293,0,0,203,2026-02-27T02:42:09Z
346146,1772160308000,10,13,7,0,10.5,294,0,0,202,2026-02-27T02:45:08Z
346147,1772160488000,10,12,8,0,10.5,295,0,0,205,2026-02-27T02:48:08Z
346148,1772160668000,9,12,7,0,10.5,296,0,0,202,2026-02-27T02:51:08Z
346149,1772160848000,9,11,7,0,10.5,297,0,0,201,2026-02-27T02:54:08Z
346150,1772161028000,8,10,7,0,10.5,298,0,0,203,2026-02-27T02:57:08Z
346151,1772161208000,10,12,8,0,10.0,299,0,0,204,2026-02-27T03:00:08Z
346152,1772161389000,9,11,7,0,10.0,300,0,0,202,2026-02-27T03:03:09Z
346153,1772161568000,9,12,7,0,10.0,301,0,0,201,2026-02-27T03:06:08Z
346154,1772161748000,10,13,7,0,10.0,302,0,0,201,2026-02-27T03:09:08Z
346155,1772161928000,11,13,8,0,10.0,303,0,0,201,2026-02-27T03:12:08Z
346156,1772162109000,10,13,8,0,10.0,304,0,0,201,2026-02-27T03:15:09Z
346157,1772162288000,11,13,8,0,10.5,305,0,0,201,2026-02-27T03:18:08Z
346158,1772162469000,11,12,9,0,10.5,306,0,0,204,2026-02-27T03:21:09Z
346159,1772162649000,9,12,7,0,10.5,307,0,0,204,2026-02-27T03:24:09Z
346160,1772163009000,9,12,7,0,10.5,308,0,0,207,2026-02-27T03:30:09Z
346161,1772163188000,8,11,7,0,10.5,309,0,0,205,2026-02-27T03:33:08Z
346162,1772163549000,8,10,7,0,10.5,310,0,0,203,2026-02-27T03:39:09Z
346163,1772163729000,7,9,5,0,10.0,311,0,0,199,2026-02-27T03:42:09Z
