log_id,timestamp,WindForecastAvr,WindForecastMax,Temperature,row_id,WindDirection,iso_time
15580,1760011200000,8,15,16.2,40,273,2025-10-09T12:00:00Z
15581,1760014800000,8,16,15.8,41,280,2025-10-09T13:00:00Z
15582,1760018400000,7,14,15.6,42,283,2025-10-09T14:00:00Z
15583,1760022000000,6,12,15.7,43,284,2025-10-09T15:00:00Z
15584,1760025600000,7,13,15.0,44,287,2025-10-09T16:00:00Z
15585,1760029200000,7,13,14.8,45,286,2025-10-09T17:00:00Z
15586,1760032800000,7,13,14.8,46,293,2025-10-09T18:00:00Z
15587,1760036400000,7,12,14.8,47,294,2025-10-09T19:00:00Z
15588,1760040000000,7,12,15.0,48,293,2025-10-09T20:00:00Z
15589,1760043600000,6,12,15.1,49,299,2025-10-09T21:00:00Z
15590,1760047200000,6,11,15.2,50,301,2025-10-09T22:00:00Z
15591,1760050800000,6,11,15.2,51,298,2025-10-09T23:00:00Z
15592,1760054400000,7,12,15.3,52,293,2025-10-10T00:00:00Z
15593,1760058000000,6,11,15.4,53,298,2025-10-10T01:00:00Z
15594,1760061600000,4,10,15.4,54,280,2025-10-10T02:00:00Z
15595,1760065200000,4,7,15.3,55,299,2025-10-10T03:00:00Z
15596,1760068800000,4,7,13.8,56,267,2025-10-10T04:00:00Z
15597,1760072400000,4,6,13.1,57,269,2025-10-10T05:00:00Z
15598,1760076000000,4,6,13.0,58,269,2025-10-10T06:00:00Z
15599,1760079600000,5,8,14.0,59,276,2025-10-10T07:00:00Z
15600,1760083200000,7,13,15.9,60,288,2025-10-10T08:00:00Z
15601,1760086800000,8,15,16.2,61,301,2025-10-10T09:00:00Z
15602,1760090400000,8,15,16.0,62,305,2025-10-10T10:00:00Z
15603,1760094000000,6,14,16.1,63,296,2025-10-10T11:00:00Z
15604,1760097600000,6,12,16.5,64,283,2025-10-10T12:00:00Z
