timestamp,WindForecastAvr,WindForecastMax,Temperature,Pressure,WindDirection,Rain,RH,Clouds,low_cloud_cover,medium_cloud_cover,high_cloud_cover,cloud_base,global_radiation,iso_time
1770732000000,5,10,5.5,990,152,0.0,88,100,100,0,99,186,0,2026-02-10T14:00:00Z
1770735600000,5,9,5.8,989,149,0.0,90,100,100,2,100,152,0,2026-02-10T15:00:00Z
1770739200000,5,10,6.3,988,144,0.0,89,100,100,2,87,223,0,2026-02-10T16:00:00Z
1770742800000,6,10,7.2,988,136,0.0,93,100,100,98,0,449,0,2026-02-10T17:00:00Z
1770746400000,6,10,6.7,987,127,0.0,96,100,100,100,0,263,0,2026-02-10T18:00:00Z
1770750000000,4,8,6.9,986,128,0.0,96,76,4,0,75,2473,0,2026-02-10T19:00:00Z
1770753600000,3,6,7.4,986,143,0.0,97,100,100,97,100,352,0,2026-02-10T20:00:00Z
1770757200000,3,7,7.4,985,142,0.0,98,99,54,2,99,9271,0,2026-02-10T21:00:00Z
1770760800000,4,7,5.2,985,143,0.0,99,100,100,0,100,30,0,2026-02-10T22:00:00Z
1770764400000,5,8,5.4,984,119,0.0,99,100,99,12,99,16,0,2026-02-10T23:00:00Z
1770768000000,4,9,4.9,983,117,0.0,99,100,100,37,100,4,0,2026-02-11T00:00:00Z
1770771600000,4,7,5.1,982,89,2.1,98,100,100,100,100,1199,0,2026-02-11T01:00:00Z
1770775200000,5,10,5.7,982,88,2.5,96,100,100,100,100,1470,0,2026-02-11T02:00:00Z
1770778800000,4,8,6.0,981,76,1.2,96,100,100,100,97,618,0,2026-02-11T03:00:00Z
1770782400000,4,8,6.2,981,106,0.6,96,100,100,100,100,306,0,2026-02-11T04:00:00Z
1770786000000,4,8,6.6,981,119,0.0,96,100,100,27,99,122,0,2026-02-11T05:00:00Z
1770789600000,4,8,6.6,981,134,0.3,98,100,100,100,99,70,0,2026-02-11T06:00:00Z
1770793200000,3,7,6.3,982,136,0.1,98,100,100,0,100,49,0,2026-02-11T07:00:00Z
1770796800000,3,5,6.3,982,133,0.0,99,100,100,1,99,4,11698,2026-02-11T08:00:00Z
1770800400000,4,7,6.4,982,172,0.0,99,100,100,0,99,4,33749,2026-02-11T09:00:00Z
1770804000000,7,13,7.5,982,243,0.1,99,100,100,0,32,4,1028,2026-02-11T10:00:00Z
