log_id,timestamp,AverageWind,MaxWind,MinWind,WaterTemperatuur,AccuTemperatuur,row_id,longitude,latitude,WindDirection,iso_time
290172,1756684905000,2,4,1,0,16.5,364,0,0,191,2025-09-01T00:01:45Z
290173,1756685083000,2,3,1,0,16.5,365,0,0,192,2025-09-01T00:04:43Z
290174,1756685263000,2,3,1,0,16.5,366,0,0,192,2025-09-01T00:07:43Z
290175,1756685443000,2,3,1,0,16.5,367,0,0,192,2025-09-01T00:10:43Z
290176,1756685623000,1,2,1,0,16.5,368,0,0,192,2025-09-01T00:13:43Z
290177,1756685803000,1,2,0,0,16.5,369,0,0,191,2025-09-01T00:16:43Z
290178,1756685983000,0,2,0,0,16.5,370,0,0,192,2025-09-01T00:19:43Z
290179,1756686163000,1,3,0,0,16.5,371,0,0,192,2025-09-01T00:22:43Z
290180,1756686343000,2,3,1,0,16.5,372,0,0,191,2025-09-01T00:25:43Z
290181,1756686523000,2,4,1,0,16.5,373,0,0,192,2025-09-01T00:28:43Z
290182,1756686703000,2,4,1,0,16.5,374,0,0,191,2025-09-01T00:31:43Z
290183,1756686883000,2,4,2,0,16.5,375,0,0,191,2025-09-01T00:34:43Z
290184,1756687063000,2,3,1,0,16.5,376,0,0,192,2025-09-01T00:37:43Z
290185,1756687243000,2,3,1,0,16.5,377,0,0,191,2025-09-01T00:40:43Z
290186,1756687423000,2,3,1,0,16.5,378,0,0,191,2025-09-01T00:43:43Z
290187,1756687603000,1,3,0,0,16.5,379,0,0,192,2025-09-01T00:46:43Z
290188,1756687789000,2,3,0,0,16.5,380,0,0,191,2025-09-01T00:49:49Z
290189,1756687974000,2,4,1,0,16.5,381,0,0,192,2025-09-01T00:52:54Z
290190,1756688150000,2,3,1,0,16.5,382,0,0,191,2025-09-01T00:55:50Z
290191,1756688333000,2,3,1,0,16.5,383,0,0,191,2025-09-01T00:58:53Z
290193,1756688863000,2,3,2,0,16.5,384,0,0,192,2025-09-01T01:07:43Z
290194,1756689043000,3,3,1,0,16.5,385,0,0,192,2025-09-01T01:10:43Z
290195,1756689224000,2,2,1,0,16.5,386,0,0,192,2025-09-01T01:13:44Z
290196,1756689403000,2,2,1,0,16.5,387,0,0,191,2025-09-01T01:16:43Z
290197,1756689583000,2,3,1,0,16.5,388,0,0,191,2025-09-01T01:19:43Z
290198,1756689763000,2,3,2,0,16.5,389,0,0,192,2025-09-01T01:22:43Z
