log_id,timestamp,WindForecastAvr,WindForecastMax,Temperature,row_id,WindDirection,iso_time
15148,1758456000000,11,20,15.7,40,323,2025-09-21T12:00:00Z
15149,1758459600000,9,19,15.9,41,325,2025-09-21T13:00:00Z
15150,1758463200000,9,17,16.1,42,317,2025-09-21T14:00:00Z
15151,1758466800000,9,17,15.7,43,324,2025-09-21T15:00:00Z
15152,1758470400000,10,18,15.4,44,336,2025-09-21T16:00:00Z
15153,1758474000000,9,16,15.0,45,331,2025-09-21T17:00:00Z
15154,1758477600000,9,15,14.2,46,353,2025-09-21T18:00:00Z
15155,1758481200000,7,14,14.1,47,350,2025-09-21T19:00:00Z
15156,1758484800000,6,12,13.8,48,348,2025-09-21T20:00:00Z
15157,1758488400000,6,11,13.5,49,354,2025-09-21T21:00:00Z
15158,1758492000000,7,12,13.6,50,359,2025-09-21T22:00:00Z
15159,1758495600000,8,14,13.8,51,3,2025-09-21T23:00:00Z
15160,1758499200000,6,14,13.1,52,17,2025-09-22T00:00:00Z
15161,1758502800000,6,10,12.9,53,36,2025-09-22T01:00:00Z
15162,1758506400000,6,10,12.6,54,32,2025-09-22T02:00:00Z
15163,1758510000000,5,12,12.7,55,19,2025-09-22T03:00:00Z
15164,1758513600000,8,18,12.7,56,24,2025-09-22T04:00:00Z
15165,1758517200000,7,14,11.8,57,29,2025-09-22T05:00:00Z
15166,1758520800000,8,13,11.7,58,24,2025-09-22T06:00:00Z
15167,1758524400000,9,15,12.7,59,23,2025-09-22T07:00:00Z
15168,1758528000000,9,17,13.7,60,25,2025-09-22T08:00:00Z
15169,1758531600000,10,19,14.8,61,31,2025-09-22T09:00:00Z
15170,1758535200000,10,20,15.1,62,17,2025-09-22T10:00:00Z
15171,1758538800000,10,19,15.9,63,17,2025-09-22T11:00:00Z
15172,1758542400000,10,20,16.1,64,11,2025-09-22T12:00:00Z
