log_id,timestamp,WindForecastAvr,WindForecastMax,Temperature,row_id,WindDirection,iso_time
14716,1756900800000,18,33,20.8,40,191,2025-09-03T12:00:00Z
14717,1756904400000,18,34,21.2,41,190,2025-09-03T13:00:00Z
14718,1756908000000,18,34,22.2,42,194,2025-09-03T14:00:00Z
14719,1756911600000,15,29,21.5,43,181,2025-09-03T15:00:00Z
14720,1756915200000,16,30,22.1,44,189,2025-09-03T16:00:00Z
14721,1756918800000,19,34,21.0,45,192,2025-09-03T17:00:00Z
14722,1756922400000,16,27,20.1,46,200,2025-09-03T18:00:00Z
14723,1756926000000,13,22,19.2,47,191,2025-09-03T19:00:00Z
14724,1756929600000,12,21,19.1,48,190,2025-09-03T20:00:00Z
14725,1756933200000,13,23,18.9,49,200,2025-09-03T21:00:00Z
14726,1756936800000,13,23,18.9,50,215,2025-09-03T22:00:00Z
14727,1756940400000,13,24,18.5,51,223,2025-09-03T23:00:00Z
14728,1756944000000,12,24,18.2,52,222,2025-09-04T00:00:00Z
14729,1756947600000,15,26,18.4,53,230,2025-09-04T01:00:00Z
14730,1756951200000,9,26,18.0,54,207,2025-09-04T02:00:00Z
14731,1756954800000,10,21,17.1,55,200,2025-09-04T03:00:00Z
14732,1756958400000,10,20,16.9,56,199,2025-09-04T04:00:00Z
14733,1756962000000,10,22,16.7,57,202,2025-09-04T05:00:00Z
14734,1756965600000,11,20,16.4,58,203,2025-09-04T06:00:00Z
14735,1756969200000,11,20,16.7,59,199,2025-09-04T07:00:00Z
14736,1756972800000,10,20,17.4,60,192,2025-09-04T08:00:00Z
14737,1756976400000,10,20,18.3,61,190,2025-09-04T09:00:00Z
14738,1756980000000,13,24,19.0,62,192,2025-09-04T10:00:00Z
14739,1756983600000,11,24,19.8,63,199,2025-09-04T11:00:00Z
14740,1756987200000,12,22,20.7,64,194,2025-09-04T12:00:00Z
