log_id,timestamp,AverageWind,MaxWind,MinWind,WaterTemperatuur,AccuTemperatuur,row_id,longitude,latitude,WindDirection,iso_time
313049,1760831859000,4,6,2,0,8.5,102,0,0,148,2025-10-18T23:57:39Z
313050,1760832039000,4,6,2,0,8.5,103,0,0,119,2025-10-19T00:00:39Z
313051,1760832219000,3,6,2,0,8.5,104,0,0,113,2025-10-19T00:03:39Z
313052,1760832399000,3,5,1,0,8.5,105,0,0,119,2025-10-19T00:06:39Z
313053,1760832580000,3,6,2,0,8.5,106,0,0,117,2025-10-19T00:09:40Z
313054,1760832759000,3,5,2,0,8.5,107,0,0,124,2025-10-19T00:12:39Z
313055,1760832940000,4,8,3,0,8.5,108,0,0,125,2025-10-19T00:15:40Z
313056,1760833120000,5,9,3,0,8.5,109,0,0,126,2025-10-19T00:18:40Z
313057,1760833300000,3,6,2,0,8.5,110,0,0,131,2025-10-19T00:21:40Z
313058,1760833480000,5,7,3,0,8.5,111,0,0,127,2025-10-19T00:24:40Z
313060,1760834020000,2,4,1,0,8.0,112,0,0,131,2025-10-19T00:33:40Z
313061,1760834200000,2,4,1,0,8.0,113,0,0,130,2025-10-19T00:36:40Z
313062,1760834380000,4,7,2,0,8.0,114,0,0,135,2025-10-19T00:39:40Z
313063,1760834560000,2,4,1,0,8.0,115,0,0,129,2025-10-19T00:42:40Z
313064,1760834740000,3,6,2,0,8.0,116,0,0,118,2025-10-19T00:45:40Z
313065,1760834920000,2,5,0,0,8.0,117,0,0,115,2025-10-19T00:48:40Z
313066,1760835100000,1,3,0,0,8.0,118,0,0,115,2025-10-19T00:51:40Z
313067,1760835280000,0,3,0,0,8.0,119,0,0,115,2025-10-19T00:54:40Z
313068,1760835460000,0,1,0,0,8.0,120,0,0,115,2025-10-19T00:57:40Z
313069,1760835640000,1,3,0,0,8.0,121,0,0,115,2025-10-19T01:00:40Z
313070,1760835823000,1,2,0,0,8.0,122,0,0,115,2025-10-19T01:03:43Z
313071,1760836001000,2,3,0,0,8.0,123,0,0,115,2025-10-19T01:06:41Z
313072,1760836180000,3,5,2,0,8.0,124,0,0,116,2025-10-19T01:09:40Z
313073,1760836360000,3,7,2,0,8.0,125,0,0,124,2025-10-19T01:12:40Z
313074,1760836540000,3,4,2,0,8.0,126,0,0,124,2025-10-19T01:15:40Z
313075,1760836720000,2,4,1,0,8.0,127,0,0,124,2025-10-19T01:18:40Z
313076,1760836900000,3,5,2,0,8.0,128,0,0,126,2025-10-19T01:21:40Z
313077,1760837080000,3,6,2,0,8.0,129,0,0,127,2025-10-19T01:24:40Z
313078,1760837260000,3,5,2,0,8.0,130,0,0,127,2025-10-19T01:27:40Z
313079,1760837440000,3,5,1,0,8.0,131,0,0,127,2025-10-19T01:30:40Z
313080,1760837620000,3,5,2,0,8.0,132,0,0,126,2025-10-19T01:33:40Z
313081,1760837800000,2,3,1,0,8.0,133,0,0,126,2025-10-19T01:36:40Z
313082,1760837980000,2,4,1,0,8.0,134,0,0,125,2025-10-19T01:39:40Z
313083,1760838160000,2,4,1,0,8.0,135,0,0,126,2025-10-19T01:42:40Z
