log_id,timestamp,WindForecastAvr,WindForecastMax,Temperature,row_id,WindDirection,iso_time
14668,1756728000000,9,17,20.7,64,204,2025-09-01T12:00:00Z
14669,1756731600000,9,18,21.5,65,203,2025-09-01T13:00:00Z
14670,1756735200000,9,17,21.9,66,198,2025-09-01T14:00:00Z
14671,1756738800000,7,13,20.6,67,265,2025-09-01T15:00:00Z
14672,1756742400000,7,13,21.3,68,244,2025-09-01T16:00:00Z
14673,1756746000000,8,13,20.7,69,255,2025-09-01T17:00:00Z
14674,1756749600000,12,21,19.3,70,229,2025-09-01T18:00:00Z
14675,1756753200000,7,22,18.8,71,200,2025-09-01T19:00:00Z
14676,1756756800000,6,10,18.6,72,166,2025-09-01T20:00:00Z
14677,1756760400000,5,10,18.3,1,196,2025-09-01T21:00:00Z
14678,1756764000000,6,11,17.2,2,202,2025-09-01T22:00:00Z
14679,1756767600000,7,12,16.5,3,193,2025-09-01T23:00:00Z
14680,1756771200000,7,12,16.2,4,196,2025-09-02T00:00:00Z
14681,1756774800000,7,12,15.9,5,199,2025-09-02T01:00:00Z
14682,1756778400000,8,14,15.7,6,208,2025-09-02T02:00:00Z
14683,1756782000000,8,15,15.6,7,199,2025-09-02T03:00:00Z
14684,1756785600000,8,15,15.4,8,196,2025-09-02T04:00:00Z
14685,1756789200000,8,16,15.2,9,192,2025-09-02T05:00:00Z
14686,1756792800000,9,17,15.3,10,199,2025-09-02T06:00:00Z
14687,1756796400000,9,18,15.8,11,198,2025-09-02T07:00:00Z
14688,1756800000000,9,17,17.1,12,202,2025-09-02T08:00:00Z
14689,1756803600000,9,17,18.5,13,199,2025-09-02T09:00:00Z
14690,1756807200000,10,19,19.4,14,213,2025-09-02T10:00:00Z
14691,1756810800000,9,20,20.1,15,204,2025-09-02T11:00:00Z
14692,1756814400000,9,19,20.8,16,208,2025-09-02T12:00:00Z
