log_id,timestamp,WindForecastAvr,WindForecastMax,Temperature,row_id,WindDirection,iso_time
15820,1760875200000,7,15,12.9,64,138,2025-10-19T12:00:00Z
15821,1760878800000,8,16,13.7,65,139,2025-10-19T13:00:00Z
15822,1760882400000,6,13,14.5,66,152,2025-10-19T14:00:00Z
15823,1760886000000,6,13,14.5,67,135,2025-10-19T15:00:00Z
15824,1760889600000,6,12,14.0,68,138,2025-10-19T16:00:00Z
15825,1760893200000,7,13,12.8,69,134,2025-10-19T17:00:00Z
15826,1760896800000,5,10,12.7,70,133,2025-10-19T18:00:00Z
15827,1760900400000,6,11,12.9,71,141,2025-10-19T19:00:00Z
15828,1760904000000,9,16,12.9,72,141,2025-10-19T20:00:00Z
15829,1760907600000,11,20,12.7,1,142,2025-10-19T21:00:00Z
15830,1760911200000,11,18,12.3,2,150,2025-10-19T22:00:00Z
15831,1760914800000,11,20,12.2,3,151,2025-10-19T23:00:00Z
15832,1760918400000,12,21,11.7,4,141,2025-10-20T00:00:00Z
15833,1760922000000,11,21,11.7,5,147,2025-10-20T01:00:00Z
15834,1760925600000,10,19,12.2,6,155,2025-10-20T02:00:00Z
15835,1760929200000,9,17,12.9,7,159,2025-10-20T03:00:00Z
15836,1760932800000,8,16,13.2,8,176,2025-10-20T04:00:00Z
15837,1760936400000,8,14,13.5,9,178,2025-10-20T05:00:00Z
15838,1760940000000,7,14,14.0,10,180,2025-10-20T06:00:00Z
15839,1760943600000,7,13,14.4,11,181,2025-10-20T07:00:00Z
15840,1760947200000,8,15,14.7,12,190,2025-10-20T08:00:00Z
15841,1760950800000,9,16,15.4,13,189,2025-10-20T09:00:00Z
15842,1760954400000,11,22,15.4,14,191,2025-10-20T10:00:00Z
15843,1760958000000,12,21,16.4,15,178,2025-10-20T11:00:00Z
15844,1760961600000,11,23,16.7,16,177,2025-10-20T12:00:00Z
