log_id,timestamp,WindForecastAvr,WindForecastMax,Temperature,row_id,WindDirection,iso_time
15892,1761134400000,6,13,14.3,64,250,2025-10-22T12:00:00Z
15893,1761138000000,5,11,14.0,65,242,2025-10-22T13:00:00Z
15894,1761141600000,4,9,13.2,66,229,2025-10-22T14:00:00Z
15895,1761145200000,2,7,13.4,67,177,2025-10-22T15:00:00Z
15896,1761148800000,3,6,13.4,68,182,2025-10-22T16:00:00Z
15897,1761152400000,3,9,12.9,69,198,2025-10-22T17:00:00Z
15898,1761156000000,4,5,11.8,70,123,2025-10-22T18:00:00Z
15899,1761159600000,4,6,11.4,71,110,2025-10-22T19:00:00Z
15900,1761163200000,5,7,10.9,72,112,2025-10-22T20:00:00Z
15901,1761166800000,6,11,11.3,1,116,2025-10-22T21:00:00Z
15902,1761170400000,7,12,11.7,2,125,2025-10-22T22:00:00Z
15903,1761174000000,8,14,11.9,3,120,2025-10-22T23:00:00Z
15904,1761177600000,10,18,12.0,4,111,2025-10-23T00:00:00Z
15905,1761181200000,11,21,11.8,5,101,2025-10-23T01:00:00Z
15906,1761184800000,10,21,11.7,6,85,2025-10-23T02:00:00Z
15907,1761188400000,11,21,12.0,7,123,2025-10-23T03:00:00Z
15908,1761192000000,8,20,12.7,8,159,2025-10-23T04:00:00Z
15909,1761195600000,14,26,14.3,9,219,2025-10-23T05:00:00Z
15910,1761199200000,11,24,13.6,10,198,2025-10-23T06:00:00Z
15911,1761202800000,12,23,13.2,11,196,2025-10-23T07:00:00Z
15912,1761206400000,14,26,13.3,12,194,2025-10-23T08:00:00Z
15913,1761210000000,13,28,13.4,13,192,2025-10-23T09:00:00Z
15914,1761213600000,14,25,12.2,14,186,2025-10-23T10:00:00Z
15915,1761217200000,13,25,12.0,15,179,2025-10-23T11:00:00Z
15916,1761220800000,14,26,11.3,16,174,2025-10-23T12:00:00Z
