log_id,timestamp,WindForecastAvr,WindForecastMax,Temperature,row_id,WindDirection,iso_time
14620,1756555200000,9,18,20.4,16,234,2025-08-30T12:00:00Z
14621,1756558800000,10,19,20.8,17,234,2025-08-30T13:00:00Z
14622,1756562400000,8,16,20.7,18,228,2025-08-30T14:00:00Z
14623,1756566000000,6,13,20.8,19,202,2025-08-30T15:00:00Z
14624,1756569600000,8,15,20.9,20,190,2025-08-30T16:00:00Z
14625,1756573200000,9,17,20.6,21,192,2025-08-30T17:00:00Z
14626,1756576800000,9,15,19.1,22,183,2025-08-30T18:00:00Z
14627,1756580400000,8,14,19.6,23,177,2025-08-30T19:00:00Z
14628,1756584000000,8,15,19.1,24,167,2025-08-30T20:00:00Z
14629,1756587600000,10,17,18.8,25,175,2025-08-30T21:00:00Z
14630,1756591200000,10,20,18.8,26,178,2025-08-30T22:00:00Z
14631,1756594800000,11,19,18.7,27,177,2025-08-30T23:00:00Z
14632,1756598400000,9,19,17.8,28,168,2025-08-31T00:00:00Z
14633,1756602000000,9,16,17.4,29,169,2025-08-31T01:00:00Z
14634,1756605600000,8,16,17.2,30,173,2025-08-31T02:00:00Z
14635,1756609200000,9,16,17.4,31,173,2025-08-31T03:00:00Z
14636,1756612800000,10,17,17.5,32,184,2025-08-31T04:00:00Z
14637,1756616400000,9,17,17.6,33,186,2025-08-31T05:00:00Z
14638,1756620000000,10,18,17.8,34,201,2025-08-31T06:00:00Z
14639,1756623600000,6,20,18.4,35,222,2025-08-31T07:00:00Z
14640,1756627200000,9,16,19.5,36,240,2025-08-31T08:00:00Z
14641,1756630800000,7,16,20.0,37,236,2025-08-31T09:00:00Z
14642,1756634400000,6,14,19.9,38,210,2025-08-31T10:00:00Z
14643,1756638000000,6,12,19.6,39,185,2025-08-31T11:00:00Z
14644,1756641600000,7,14,19.4,40,177,2025-08-31T12:00:00Z
