timestamp,WindForecastAvr,WindForecastMax,Temperature,Pressure,WindDirection,Rain,RH,Clouds,low_cloud_cover,medium_cloud_cover,high_cloud_cover,cloud_base,global_radiation,iso_time
1772269200000,13,24,10.1,1012,198,0.0,81,100,100,90,13,1671,0,2026-02-28T09:00:00Z
1772272800000,14,25,10.0,1012,196,0.0,79,14,11,3,0,747,0,2026-02-28T10:00:00Z
1772276400000,15,28,9.7,1011,193,0.0,79,99,99,9,0,620,0,2026-02-28T11:00:00Z
1772280000000,17,32,9.1,1012,199,0.0,87,100,100,0,0,400,0,2026-02-28T12:00:00Z
1772283600000,16,30,8.9,1012,228,0.0,90,100,100,1,0,265,0,2026-02-28T13:00:00Z
1772287200000,18,33,8.8,1013,226,0.0,86,100,100,0,0,400,0,2026-02-28T14:00:00Z
1772290800000,19,34,8.0,1015,251,0.0,89,100,100,5,0,306,0,2026-02-28T15:00:00Z
1772294400000,15,27,7.0,1016,268,0.0,88,100,100,100,0,397,0,2026-02-28T16:00:00Z
1772298000000,15,26,7.0,1018,259,0.0,83,4,0,4,0,9999,0,2026-02-28T17:00:00Z
1772301600000,14,24,7.1,1019,264,0.0,85,63,8,0,59,9999,0,2026-02-28T18:00:00Z
1772305200000,10,24,7.1,1020,275,0.0,83,75,48,0,52,9999,0,2026-02-28T19:00:00Z
1772308800000,8,18,7.1,1021,266,0.0,82,100,100,0,0,808,0,2026-02-28T20:00:00Z
1772312400000,5,14,7.1,1021,263,0.0,83,7,3,4,0,9999,0,2026-02-28T21:00:00Z
1772316000000,3,7,6.7,1021,207,0.0,85,100,99,100,0,676,0,2026-02-28T22:00:00Z
1772319600000,4,6,6.7,1021,185,0.0,91,86,81,30,0,263,0,2026-02-28T23:00:00Z
1772323200000,5,8,6.9,1021,212,0.0,92,98,2,98,0,2216,0,2026-03-01T00:00:00Z
1772326800000,6,9,6.2,1021,207,0.0,93,0,0,0,0,9999,0,2026-03-01T01:00:00Z
1772330400000,7,11,5.4,1021,197,0.0,94,0,0,0,0,9999,0,2026-03-01T02:00:00Z
1772334000000,6,11,4.8,1021,193,0.0,95,1,1,0,0,9999,0,2026-03-01T03:00:00Z
1772337600000,6,11,4.3,1021,186,0.0,95,3,3,0,0,9999,0,2026-03-01T04:00:00Z
1772341200000,7,11,4.0,1021,187,0.0,95,3,3,0,0,9999,0,2026-03-01T05:00:00Z
1772344800000,6,11,4.1,1021,179,0.0,94,6,0,6,0,9999,0,2026-03-01T06:00:00Z
1772348400000,6,10,4.3,1021,167,0.0,92,1,0,1,0,9999,29943,2026-03-01T07:00:00Z
1772352000000,8,14,5.8,1020,179,0.0,87,2,0,2,0,9999,18332,2026-03-01T08:00:00Z
1772355600000,9,17,7.5,1021,182,0.0,84,0,0,0,0,9999,44742,2026-03-01T09:00:00Z
1772359200000,10,19,9.0,1021,187,0.0,80,0,0,0,0,9999,64539,2026-03-01T10:00:00Z
1772362800000,13,24,10.5,1020,193,0.0,75,4,0,2,2,9999,62229,2026-03-01T11:00:00Z
1772366400000,14,26,11.2,1019,195,0.0,69,86,2,1,85,9999,13681,2026-03-01T12:00:00Z
1772370000000,14,27,11.1,1019,195,0.0,71,99,5,98,90,3513,48717,2026-03-01T13:00:00Z
1772373600000,13,26,9.9,1019,196,0.1,81,100,100,100,76,682,43975,2026-03-01T14:00:00Z
1772377200000,13,24,9.3,1018,191,0.4,88,100,100,100,50,886,30972,2026-03-01T15:00:00Z
1772380800000,14,25,9.1,1018,198,0.3,89,100,100,100,0,401,14300,2026-03-01T16:00:00Z
1772384400000,14,25,9.0,1018,202,0.2,89,100,100,100,0,400,24857,2026-03-01T17:00:00Z
1772388000000,13,25,8.9,1018,206,0.0,90,100,100,99,0,352,25033,2026-03-01T18:00:00Z
1772391600000,12,23,8.9,1019,208,0.0,90,100,100,100,7,352,25019,2026-03-01T19:00:00Z
1772395200000,11,22,9.0,1019,205,0.0,90,100,100,25,6,353,25019,2026-03-01T20:00:00Z
1772398800000,10,20,9.0,1019,204,0.0,91,100,100,0,84,400,25019,2026-03-01T21:00:00Z
1772402400000,10,18,9.0,1019,201,0.0,90,100,100,81,96,504,25019,2026-03-01T22:00:00Z
1772406000000,9,18,8.9,1019,197,0.0,89,100,100,92,98,1679,25019,2026-03-01T23:00:00Z
1772409600000,9,16,8.8,1019,193,0.0,88,100,100,0,76,1386,25019,2026-03-02T00:00:00Z
1772413200000,8,16,8.8,1019,188,0.0,88,99,99,0,64,1577,25019,2026-03-02T01:00:00Z
1772416800000,7,14,8.6,1019,193,0.0,85,99,82,0,98,1578,25019,2026-03-02T02:00:00Z
1772420400000,7,13,7.8,1019,174,0.0,88,99,0,0,99,10224,25019,2026-03-02T03:00:00Z
1772424000000,7,13,7.1,1018,163,0.0,89,99,0,0,99,9525,25019,2026-03-02T04:00:00Z
1772427600000,7,13,6.6,1018,169,0.0,88,86,0,0,86,9999,25019,2026-03-02T05:00:00Z
1772431200000,8,13,6.3,1018,165,0.0,87,99,0,0,99,9201,25019,2026-03-02T06:00:00Z
1772434800000,7,13,6.3,1019,165,0.0,86,71,0,0,71,9882,62255,2026-03-02T07:00:00Z
1772438400000,7,12,7.4,1019,164,0.0,82,89,0,0,89,9886,11467,2026-03-02T08:00:00Z
1772442000000,8,14,9.1,1019,165,0.0,79,99,0,0,99,9542,51694,2026-03-02T09:00:00Z
1772445600000,9,17,11.0,1019,167,0.0,72,100,0,0,100,9542,48163,2026-03-02T10:00:00Z
1772449200000,9,17,12.6,1019,168,0.0,66,67,0,0,67,9999,42214,2026-03-02T11:00:00Z
1772452800000,9,17,13.7,1019,171,0.0,64,40,0,0,40,9999,12456,2026-03-02T12:00:00Z
1772456400000,9,17,14.5,1019,170,0.0,63,19,0,0,19,9999,19985,2026-03-02T13:00:00Z
1772460000000,9,17,15.2,1018,170,0.0,60,57,0,0,57,9999,49729,2026-03-02T14:00:00Z
1772463600000,8,17,15.4,1019,172,0.0,60,26,0,0,26,9999,47833,2026-03-02T15:00:00Z
1772467200000,8,15,15.1,1019,169,0.0,64,0,0,0,0,9999,35343,2026-03-02T16:00:00Z
1772470800000,6,14,13.8,1019,160,0.0,71,0,0,0,0,9999,40277,2026-03-02T17:00:00Z
1772474400000,5,10,11.9,1019,145,0.0,76,0,0,0,0,9999,54403,2026-03-02T18:00:00Z
1772478000000,4,7,10.3,1020,146,0.0,81,0,0,0,0,9999,54403,2026-03-02T19:00:00Z
1772481600000,5,7,9.3,1020,154,0.0,83,0,0,0,0,9999,54403,2026-03-02T20:00:00Z
1772485200000,5,8,8.7,1021,159,0.0,83,0,0,0,0,9999,54403,2026-03-02T21:00:00Z
1772488800000,5,8,8.1,1021,163,0.0,83,0,0,0,0,9999,54403,2026-03-02T22:00:00Z
1772492400000,4,8,7.5,1021,174,0.0,84,1,0,1,0,9999,54403,2026-03-02T23:00:00Z
1772496000000,3,5,6.9,1022,173,0.0,84,12,0,12,0,9999,54403,2026-03-03T00:00:00Z
1772499600000,5,7,7.4,1022,185,0.0,82,4,0,4,0,9999,54403,2026-03-03T01:00:00Z
