log_id,timestamp,WindForecastAvr,WindForecastMax,Temperature,row_id,WindDirection,iso_time
15100,1758283200000,8,15,23.4,64,176,2025-09-19T12:00:00Z
15101,1758286800000,7,14,24.5,65,188,2025-09-19T13:00:00Z
15102,1758290400000,7,13,25.2,66,193,2025-09-19T14:00:00Z
15103,1758294000000,6,11,25.3,67,193,2025-09-19T15:00:00Z
15104,1758297600000,5,8,25.4,68,188,2025-09-19T16:00:00Z
15105,1758301200000,3,6,24.1,69,168,2025-09-19T17:00:00Z
15106,1758304800000,4,5,21.6,70,126,2025-09-19T18:00:00Z
15107,1758308400000,4,6,20.2,71,111,2025-09-19T19:00:00Z
15108,1758312000000,5,8,19.5,72,125,2025-09-19T20:00:00Z
15109,1758315600000,6,8,18.2,1,135,2025-09-19T21:00:00Z
15110,1758319200000,5,8,17.3,2,156,2025-09-19T22:00:00Z
15111,1758322800000,5,8,17.0,3,157,2025-09-19T23:00:00Z
15112,1758326400000,6,9,17.2,4,166,2025-09-20T00:00:00Z
15113,1758330000000,6,9,17.9,5,188,2025-09-20T01:00:00Z
15114,1758333600000,7,12,18.8,6,214,2025-09-20T02:00:00Z
15115,1758337200000,6,11,19.0,7,208,2025-09-20T03:00:00Z
15116,1758340800000,4,9,18.6,8,138,2025-09-20T04:00:00Z
15117,1758344400000,6,15,18.2,9,206,2025-09-20T05:00:00Z
15118,1758348000000,4,9,18.4,10,177,2025-09-20T06:00:00Z
15119,1758351600000,5,9,18.7,11,176,2025-09-20T07:00:00Z
15120,1758355200000,3,8,19.8,12,159,2025-09-20T08:00:00Z
15121,1758358800000,5,9,21.3,13,205,2025-09-20T09:00:00Z
15122,1758362400000,8,13,22.5,14,208,2025-09-20T10:00:00Z
15123,1758366000000,9,18,21.0,15,221,2025-09-20T11:00:00Z
15124,1758369600000,9,17,20.0,16,234,2025-09-20T12:00:00Z
