log_id,timestamp,WindForecastAvr,WindForecastMax,Temperature,row_id,WindDirection,iso_time
15220,1758715200000,10,20,15.2,40,55,2025-09-24T12:00:00Z
15221,1758718800000,11,21,15.8,41,55,2025-09-24T13:00:00Z
15222,1758722400000,10,21,16.0,42,54,2025-09-24T14:00:00Z
15223,1758726000000,9,19,15.5,43,64,2025-09-24T15:00:00Z
15224,1758729600000,10,19,15.3,44,61,2025-09-24T16:00:00Z
15225,1758733200000,9,17,14.9,45,66,2025-09-24T17:00:00Z
15226,1758736800000,8,13,13.7,46,51,2025-09-24T18:00:00Z
15227,1758740400000,7,13,13.1,47,34,2025-09-24T19:00:00Z
15228,1758744000000,4,8,12.1,48,23,2025-09-24T20:00:00Z
15229,1758747600000,4,8,11.4,49,31,2025-09-24T21:00:00Z
15230,1758751200000,6,8,10.9,50,12,2025-09-24T22:00:00Z
15231,1758754800000,6,10,10.4,51,33,2025-09-24T23:00:00Z
15232,1758758400000,9,15,11.4,52,60,2025-09-25T00:00:00Z
15233,1758762000000,10,17,11.6,53,56,2025-09-25T01:00:00Z
15234,1758765600000,10,17,11.4,54,52,2025-09-25T02:00:00Z
15235,1758769200000,10,18,11.3,55,50,2025-09-25T03:00:00Z
15236,1758772800000,10,18,11.3,56,51,2025-09-25T04:00:00Z
15237,1758776400000,11,20,11.2,57,49,2025-09-25T05:00:00Z
15238,1758780000000,12,22,11.1,58,53,2025-09-25T06:00:00Z
15239,1758783600000,13,23,11.3,59,55,2025-09-25T07:00:00Z
15240,1758787200000,13,24,12.0,60,56,2025-09-25T08:00:00Z
15241,1758790800000,14,25,13.2,61,58,2025-09-25T09:00:00Z
15242,1758794400000,14,26,14.1,62,59,2025-09-25T10:00:00Z
15243,1758798000000,14,27,14.7,63,62,2025-09-25T11:00:00Z
15244,1758801600000,14,27,15.3,64,65,2025-09-25T12:00:00Z
