log_id,timestamp,WindForecastAvr,WindForecastMax,Temperature,row_id,WindDirection,iso_time
15316,1759060800000,4,9,18.5,64,182,2025-09-28T12:00:00Z
15317,1759064400000,4,9,18.7,65,212,2025-09-28T13:00:00Z
15318,1759068000000,5,10,17.4,66,287,2025-09-28T14:00:00Z
15319,1759071600000,3,8,17.5,67,305,2025-09-28T15:00:00Z
15320,1759075200000,3,8,16.9,68,294,2025-09-28T16:00:00Z
15321,1759078800000,2,4,15.6,69,304,2025-09-28T17:00:00Z
15322,1759082400000,4,6,14.1,70,344,2025-09-28T18:00:00Z
15323,1759086000000,3,5,13.5,71,1,2025-09-28T19:00:00Z
15324,1759089600000,3,3,12.5,72,26,2025-09-28T20:00:00Z
15325,1759093200000,3,4,12.6,1,9,2025-09-28T21:00:00Z
15326,1759096800000,3,5,12.7,2,18,2025-09-28T22:00:00Z
15327,1759100400000,2,4,12.0,3,44,2025-09-28T23:00:00Z
15328,1759104000000,1,2,11.3,4,86,2025-09-29T00:00:00Z
15329,1759107600000,2,2,10.6,5,137,2025-09-29T01:00:00Z
15330,1759111200000,0,2,10.5,6,281,2025-09-29T02:00:00Z
15331,1759114800000,1,1,10.9,7,309,2025-09-29T03:00:00Z
15332,1759118400000,1,1,11.0,8,256,2025-09-29T04:00:00Z
15333,1759122000000,2,2,10.2,9,247,2025-09-29T05:00:00Z
15334,1759125600000,2,2,11.1,10,274,2025-09-29T06:00:00Z
15335,1759129200000,2,3,12.5,11,255,2025-09-29T07:00:00Z
15336,1759132800000,4,6,15.3,12,273,2025-09-29T08:00:00Z
15337,1759136400000,4,8,16.6,13,291,2025-09-29T09:00:00Z
15338,1759140000000,5,11,17.4,14,297,2025-09-29T10:00:00Z
15339,1759143600000,6,12,17.8,15,310,2025-09-29T11:00:00Z
15340,1759147200000,7,13,17.8,16,324,2025-09-29T12:00:00Z
