log_id,timestamp,WindForecastAvr,WindForecastMax,Temperature,row_id,WindDirection,iso_time
15772,1760702400000,5,12,14.3,16,334,2025-10-17T12:00:00Z
15773,1760706000000,6,12,13.8,17,309,2025-10-17T13:00:00Z
15774,1760709600000,6,12,13.7,18,316,2025-10-17T14:00:00Z
15775,1760713200000,6,12,14.3,19,320,2025-10-17T15:00:00Z
15776,1760716800000,6,11,13.8,20,326,2025-10-17T16:00:00Z
15777,1760720400000,5,8,13.0,21,325,2025-10-17T17:00:00Z
15778,1760724000000,4,8,12.8,22,355,2025-10-17T18:00:00Z
15779,1760727600000,2,3,12.5,23,308,2025-10-17T19:00:00Z
15780,1760731200000,1,2,11.0,24,277,2025-10-17T20:00:00Z
15781,1760734800000,2,2,10.5,25,208,2025-10-17T21:00:00Z
15782,1760738400000,2,2,10.2,26,126,2025-10-17T22:00:00Z
15783,1760742000000,2,3,9.5,27,84,2025-10-17T23:00:00Z
15784,1760745600000,4,6,10.3,28,65,2025-10-18T00:00:00Z
15785,1760749200000,4,6,10.4,29,85,2025-10-18T01:00:00Z
15786,1760752800000,5,7,10.5,30,89,2025-10-18T02:00:00Z
15787,1760756400000,5,8,10.3,31,89,2025-10-18T03:00:00Z
15788,1760760000000,4,7,10.0,32,92,2025-10-18T04:00:00Z
15789,1760763600000,3,6,9.8,33,98,2025-10-18T05:00:00Z
15790,1760767200000,4,6,9.3,34,103,2025-10-18T06:00:00Z
15791,1760770800000,4,6,9.4,35,104,2025-10-18T07:00:00Z
15792,1760774400000,6,10,10.8,36,110,2025-10-18T08:00:00Z
15793,1760778000000,5,11,11.8,37,118,2025-10-18T09:00:00Z
15794,1760781600000,7,13,12.9,38,110,2025-10-18T10:00:00Z
15795,1760785200000,7,14,13.3,39,118,2025-10-18T11:00:00Z
15796,1760788800000,7,15,13.5,40,123,2025-10-18T12:00:00Z
