log_id,timestamp,WindForecastAvr,WindForecastMax,Temperature,row_id,WindDirection,iso_time
14836,1757332800000,9,18,21.0,16,268,2025-09-08T12:00:00Z
14837,1757336400000,8,17,20.7,17,276,2025-09-08T13:00:00Z
14838,1757340000000,7,16,20.8,18,271,2025-09-08T14:00:00Z
14839,1757343600000,7,15,20.6,19,273,2025-09-08T15:00:00Z
14840,1757347200000,6,12,20.2,20,269,2025-09-08T16:00:00Z
14841,1757350800000,6,10,19.5,21,274,2025-09-08T17:00:00Z
14842,1757354400000,4,7,18.3,22,283,2025-09-08T18:00:00Z
14843,1757358000000,3,5,17.0,23,281,2025-09-08T19:00:00Z
14844,1757361600000,2,3,15.9,24,282,2025-09-08T20:00:00Z
14845,1757365200000,2,2,15.1,25,283,2025-09-08T21:00:00Z
14846,1757368800000,1,3,14.8,26,267,2025-09-08T22:00:00Z
14847,1757372400000,2,2,14.9,27,186,2025-09-08T23:00:00Z
14848,1757376000000,3,3,14.8,28,165,2025-09-09T00:00:00Z
14849,1757379600000,2,4,15.3,29,161,2025-09-09T01:00:00Z
14850,1757383200000,2,2,15.4,30,149,2025-09-09T02:00:00Z
14851,1757386800000,2,3,15.4,31,137,2025-09-09T03:00:00Z
14852,1757390400000,1,4,15.8,32,139,2025-09-09T04:00:00Z
14853,1757394000000,3,4,16.0,33,154,2025-09-09T05:00:00Z
14854,1757397600000,2,4,16.2,34,141,2025-09-09T06:00:00Z
14855,1757401200000,2,4,16.6,35,157,2025-09-09T07:00:00Z
14856,1757404800000,2,4,17.5,36,223,2025-09-09T08:00:00Z
14857,1757408400000,1,5,18.0,37,213,2025-09-09T09:00:00Z
14858,1757412000000,4,8,17.5,38,136,2025-09-09T10:00:00Z
14859,1757415600000,2,8,17.7,39,138,2025-09-09T11:00:00Z
14860,1757419200000,2,6,17.4,40,152,2025-09-09T12:00:00Z
