log_id,timestamp,WindForecastAvr,WindForecastMax,Temperature,row_id,WindDirection,iso_time
14555,1756321200000,3,4,19.9,23,285,2025-08-27T19:00:00Z
14556,1756324800000,4,7,19.3,24,272,2025-08-27T20:00:00Z
14557,1756328400000,2,3,18.6,25,263,2025-08-27T21:00:00Z
14558,1756332000000,0,1,18.3,26,57,2025-08-27T22:00:00Z
14559,1756335600000,4,6,18.7,27,96,2025-08-27T23:00:00Z
14560,1756339200000,2,4,16.8,28,85,2025-08-28T00:00:00Z
14561,1756342800000,4,5,17.0,29,35,2025-08-28T01:00:00Z
14562,1756346400000,1,1,18.4,30,217,2025-08-28T02:00:00Z
14563,1756350000000,3,5,16.2,31,339,2025-08-28T03:00:00Z
14564,1756353600000,2,3,17.2,32,55,2025-08-28T04:00:00Z
14565,1756357200000,3,4,17.0,33,225,2025-08-28T05:00:00Z
14566,1756360800000,3,5,17.6,34,250,2025-08-28T06:00:00Z
14567,1756364400000,3,6,18.6,35,207,2025-08-28T07:00:00Z
14568,1756368000000,4,9,19.7,36,217,2025-08-28T08:00:00Z
14569,1756371600000,6,11,20.1,37,185,2025-08-28T09:00:00Z
14570,1756375200000,9,16,18.7,38,218,2025-08-28T10:00:00Z
14571,1756378800000,9,19,17.7,39,268,2025-08-28T11:00:00Z
14572,1756382400000,8,16,18.9,40,259,2025-08-28T12:00:00Z
14573,1756386000000,8,16,19.6,41,266,2025-08-28T13:00:00Z
14574,1756389600000,6,15,19.7,42,255,2025-08-28T14:00:00Z
14575,1756393200000,8,15,19.3,43,252,2025-08-28T15:00:00Z
14576,1756396800000,8,15,19.0,44,250,2025-08-28T16:00:00Z
14577,1756400400000,8,17,19.1,45,249,2025-08-28T17:00:00Z
14578,1756404000000,7,15,18.3,46,239,2025-08-28T18:00:00Z
14579,1756407600000,6,13,17.2,47,218,2025-08-28T19:00:00Z
