timestamp,WindForecastAvr,WindForecastMax,Temperature,Pressure,WindDirection,Rain,RH,Clouds,low_cloud_cover,medium_cloud_cover,high_cloud_cover,cloud_base,global_radiation,iso_time
1764684000000,8,15,8.1,1007,190,0.0,82,100,99,0,100,502,0,2025-12-02T14:00:00Z
1764687600000,8,14,8.2,1007,187,0.0,84,100,100,0,100,399,0,2025-12-02T15:00:00Z
1764691200000,8,14,8.4,1008,186,0.0,86,100,100,0,98,351,0,2025-12-02T16:00:00Z
1764694800000,7,12,8.3,1008,175,0.0,87,100,100,4,76,351,0,2025-12-02T17:00:00Z
1764698400000,6,11,8.2,1009,177,0.0,87,100,100,31,99,502,0,2025-12-02T18:00:00Z
1764702000000,7,12,8.2,1009,161,0.0,88,100,100,11,99,1287,0,2025-12-02T19:00:00Z
1764705600000,6,10,7.9,1009,172,0.0,87,100,0,96,99,745,0,2025-12-02T20:00:00Z
1764709200000,6,10,7.1,1009,143,0.0,88,100,0,51,100,6550,0,2025-12-02T21:00:00Z
1764712800000,6,10,7.0,1009,173,0.0,90,100,0,84,100,6316,0,2025-12-02T22:00:00Z
1764716400000,6,10,6.7,1009,169,0.0,90,100,0,71,100,8725,0,2025-12-02T23:00:00Z
1764720000000,6,10,6.6,1010,167,0.0,91,100,0,100,100,3986,0,2025-12-03T00:00:00Z
1764723600000,6,10,6.5,1010,158,0.0,92,100,0,77,100,6308,0,2025-12-03T01:00:00Z
1764727200000,6,10,6.5,1009,155,0.0,93,100,1,91,100,6084,0,2025-12-03T02:00:00Z
1764730800000,5,10,6.5,1009,161,0.0,94,99,22,65,98,7270,0,2025-12-03T03:00:00Z
1764734400000,6,10,6.6,1009,171,0.0,94,100,100,4,98,187,0,2025-12-03T04:00:00Z
1764738000000,7,11,6.9,1009,196,0.0,94,100,100,0,99,153,0,2025-12-03T05:00:00Z
1764741600000,6,12,7.3,1010,211,0.0,92,100,100,0,98,223,0,2025-12-03T06:00:00Z
1764745200000,6,10,7.2,1010,211,0.0,92,100,100,0,95,187,0,2025-12-03T07:00:00Z
1764748800000,4,10,7.2,1010,188,0.0,91,100,100,0,83,350,3584,2025-12-03T08:00:00Z
1764752400000,4,8,7.4,1010,172,0.0,91,100,100,0,60,350,564,2025-12-03T09:00:00Z
1764756000000,5,9,7.8,1011,200,0.0,89,100,100,0,85,350,52607,2025-12-03T10:00:00Z
1764759600000,5,10,8.2,1011,189,0.0,87,100,100,0,85,742,60372,2025-12-03T11:00:00Z
1764763200000,6,11,8.4,1010,197,0.0,86,97,97,0,0,879,48223,2025-12-03T12:00:00Z
1764766800000,6,12,8.7,1010,202,0.0,80,98,98,0,0,809,8641,2025-12-03T13:00:00Z
1764770400000,6,11,8.7,1010,204,0.0,80,100,100,0,74,616,20122,2025-12-03T14:00:00Z
1764774000000,4,10,8.5,1010,207,0.0,79,100,100,0,98,558,24150,2025-12-03T15:00:00Z
1764777600000,3,8,8.3,1010,188,0.0,80,100,100,0,100,677,28400,2025-12-03T16:00:00Z
1764781200000,5,8,8.2,1011,148,0.0,80,100,100,0,69,742,28470,2025-12-03T17:00:00Z
1764784800000,5,8,7.9,1011,157,0.0,82,100,100,0,98,616,28470,2025-12-03T18:00:00Z
1764788400000,4,8,7.8,1011,177,0.0,84,100,100,0,19,616,28470,2025-12-03T19:00:00Z
1764792000000,4,7,7.7,1010,183,0.0,85,100,100,0,95,741,28470,2025-12-03T20:00:00Z
1764795600000,5,9,7.6,1010,173,0.0,84,100,100,0,3,676,28470,2025-12-03T21:00:00Z
1764799200000,7,12,7.5,1010,187,0.0,84,100,100,0,0,448,28470,2025-12-03T22:00:00Z
1764802800000,8,14,7.1,1010,200,0.0,82,100,100,0,0,613,28470,2025-12-03T23:00:00Z
1764806400000,8,15,6.6,1010,192,0.0,81,99,99,0,0,612,28470,2025-12-04T00:00:00Z
1764810000000,8,15,6.6,1009,187,0.0,80,100,100,0,0,499,28470,2025-12-04T01:00:00Z
1764813600000,7,14,6.5,1008,174,0.0,81,100,100,0,0,612,28470,2025-12-04T02:00:00Z
1764817200000,5,12,5.8,1008,170,0.0,80,81,81,0,0,804,28470,2025-12-04T03:00:00Z
1764820800000,6,10,5.5,1007,149,0.0,83,100,100,0,0,804,28470,2025-12-04T04:00:00Z
1764824400000,7,13,5.3,1007,148,0.0,84,99,99,0,0,947,28470,2025-12-04T05:00:00Z
1764828000000,6,13,5.5,1006,144,0.0,84,94,94,0,0,947,28470,2025-12-04T06:00:00Z
1764831600000,7,12,5.1,1006,135,0.0,87,72,64,0,23,946,28470,2025-12-04T07:00:00Z
1764835200000,7,12,5.0,1006,142,0.0,87,72,67,0,15,872,39269,2025-12-04T08:00:00Z
1764838800000,9,16,5.8,1005,152,0.0,81,98,90,0,79,803,56587,2025-12-04T09:00:00Z
1764842400000,9,17,6.6,1005,144,0.0,76,4,4,0,0,9999,15546,2025-12-04T10:00:00Z
1764846000000,10,17,7.2,1004,140,0.0,76,2,1,0,0,9999,1834,2025-12-04T11:00:00Z
1764849600000,10,18,7.6,1003,138,0.0,77,88,2,0,88,9999,15396,2025-12-04T12:00:00Z
1764853200000,11,19,7.8,1003,136,0.0,77,99,8,0,99,8052,19291,2025-12-04T13:00:00Z
1764856800000,10,19,7.7,1002,136,0.0,77,100,0,0,100,8050,22123,2025-12-04T14:00:00Z
