log_id,timestamp,WindForecastAvr,WindForecastMax,Temperature,row_id,WindDirection,iso_time
14956,1757764800000,12,23,15.0,64,213,2025-09-13T12:00:00Z
14957,1757768400000,10,21,16.8,65,217,2025-09-13T13:00:00Z
14958,1757772000000,12,21,16.0,66,221,2025-09-13T14:00:00Z
14959,1757775600000,10,20,15.8,67,209,2025-09-13T15:00:00Z
14960,1757779200000,9,18,15.4,68,197,2025-09-13T16:00:00Z
14961,1757782800000,7,14,14.5,69,186,2025-09-13T17:00:00Z
14962,1757786400000,6,12,14.3,70,195,2025-09-13T18:00:00Z
14963,1757790000000,9,17,13.4,71,194,2025-09-13T19:00:00Z
14964,1757793600000,7,13,13.3,72,213,2025-09-13T20:00:00Z
14965,1757797200000,11,19,13.0,1,199,2025-09-13T21:00:00Z
14966,1757800800000,9,28,11.9,2,216,2025-09-13T22:00:00Z
14967,1757804400000,9,16,12.0,3,213,2025-09-13T23:00:00Z
14968,1757808000000,9,18,11.9,4,196,2025-09-14T00:00:00Z
14969,1757811600000,10,18,12.1,5,209,2025-09-14T01:00:00Z
14970,1757815200000,7,21,12.3,6,201,2025-09-14T02:00:00Z
14971,1757818800000,6,18,11.5,7,195,2025-09-14T03:00:00Z
14972,1757822400000,6,11,11.7,8,210,2025-09-14T04:00:00Z
14973,1757826000000,6,13,11.2,9,192,2025-09-14T05:00:00Z
14974,1757829600000,7,12,11.9,10,200,2025-09-14T06:00:00Z
14975,1757833200000,6,12,12.9,11,190,2025-09-14T07:00:00Z
14976,1757836800000,6,11,14.3,12,192,2025-09-14T08:00:00Z
14977,1757840400000,5,10,16.0,13,207,2025-09-14T09:00:00Z
14978,1757844000000,8,14,17.2,14,225,2025-09-14T10:00:00Z
14979,1757847600000,8,16,17.6,15,222,2025-09-14T11:00:00Z
14980,1757851200000,9,17,17.8,16,225,2025-09-14T12:00:00Z
