log_id,timestamp,WindForecastAvr,WindForecastMax,Temperature,row_id,WindDirection,iso_time
15412,1759406400000,6,13,15.5,16,166,2025-10-02T12:00:00Z
15413,1759410000000,6,13,15.2,17,167,2025-10-02T13:00:00Z
15414,1759413600000,6,13,16.9,18,171,2025-10-02T14:00:00Z
15415,1759417200000,6,12,17.1,19,171,2025-10-02T15:00:00Z
15416,1759420800000,6,12,16.9,20,171,2025-10-02T16:00:00Z
15417,1759424400000,4,9,15.6,21,173,2025-10-02T17:00:00Z
15418,1759428000000,4,8,14.3,22,137,2025-10-02T18:00:00Z
15419,1759431600000,6,10,13.4,23,142,2025-10-02T19:00:00Z
15420,1759435200000,6,9,12.0,24,134,2025-10-02T20:00:00Z
15421,1759438800000,6,10,11.6,25,136,2025-10-02T21:00:00Z
15422,1759442400000,7,11,11.3,26,151,2025-10-02T22:00:00Z
15423,1759446000000,6,11,11.3,27,173,2025-10-02T23:00:00Z
15424,1759449600000,7,12,11.7,28,174,2025-10-03T00:00:00Z
15425,1759453200000,7,13,12.1,29,168,2025-10-03T01:00:00Z
15426,1759456800000,9,15,12.3,30,168,2025-10-03T02:00:00Z
15427,1759460400000,9,15,12.0,31,173,2025-10-03T03:00:00Z
15428,1759464000000,8,15,11.2,32,175,2025-10-03T04:00:00Z
15429,1759467600000,7,14,10.2,33,164,2025-10-03T05:00:00Z
15430,1759471200000,9,15,10.1,34,156,2025-10-03T06:00:00Z
15431,1759474800000,9,16,10.4,35,154,2025-10-03T07:00:00Z
15432,1759478400000,10,18,11.1,36,156,2025-10-03T08:00:00Z
15433,1759482000000,9,18,11.4,37,162,2025-10-03T09:00:00Z
15434,1759485600000,10,17,11.7,38,161,2025-10-03T10:00:00Z
15435,1759489200000,10,18,11.9,39,162,2025-10-03T11:00:00Z
15436,1759492800000,11,20,12.4,40,170,2025-10-03T12:00:00Z
