log_id,timestamp,WindForecastAvr,WindForecastMax,Temperature,row_id,WindDirection,iso_time
15532,1759838400000,10,18,16.5,64,248,2025-10-07T12:00:00Z
15533,1759842000000,9,17,16.3,65,248,2025-10-07T13:00:00Z
15534,1759845600000,8,14,16.1,66,246,2025-10-07T14:00:00Z
15535,1759849200000,7,13,16.0,67,247,2025-10-07T15:00:00Z
15536,1759852800000,7,12,15.7,68,238,2025-10-07T16:00:00Z
15537,1759856400000,7,12,15.5,69,234,2025-10-07T17:00:00Z
15538,1759860000000,7,12,15.2,70,235,2025-10-07T18:00:00Z
15539,1759863600000,6,12,15.1,71,243,2025-10-07T19:00:00Z
15540,1759867200000,6,11,15.0,72,237,2025-10-07T20:00:00Z
15541,1759870800000,7,11,15.1,1,228,2025-10-07T21:00:00Z
15542,1759874400000,7,12,15.1,2,242,2025-10-07T22:00:00Z
15543,1759878000000,6,12,15.1,3,249,2025-10-07T23:00:00Z
15544,1759881600000,5,10,14.4,4,240,2025-10-08T00:00:00Z
15545,1759885200000,4,8,13.6,5,219,2025-10-08T01:00:00Z
15546,1759888800000,4,5,12.9,6,218,2025-10-08T02:00:00Z
15547,1759892400000,4,5,13.4,7,221,2025-10-08T03:00:00Z
15548,1759896000000,4,6,13.9,8,220,2025-10-08T04:00:00Z
15549,1759899600000,4,6,14.2,9,234,2025-10-08T05:00:00Z
15550,1759903200000,4,6,14.7,10,245,2025-10-08T06:00:00Z
15551,1759906800000,5,8,15.2,11,273,2025-10-08T07:00:00Z
15552,1759910400000,5,9,15.8,12,274,2025-10-08T08:00:00Z
15553,1759914000000,6,10,16.1,13,278,2025-10-08T09:00:00Z
15554,1759917600000,6,11,16.4,14,280,2025-10-08T10:00:00Z
15555,1759921200000,6,12,16.3,15,273,2025-10-08T11:00:00Z
15556,1759924800000,6,11,16.6,16,270,2025-10-08T12:00:00Z
