log_id,timestamp,WindForecastAvr,WindForecastMax,Temperature,row_id,WindDirection,iso_time
15244,1758801600000,11,23,14.6,64,57,2025-09-25T12:00:00Z
15245,1758805200000,14,26,15.0,65,68,2025-09-25T13:00:00Z
15246,1758808800000,13,24,15.2,66,64,2025-09-25T14:00:00Z
15247,1758812400000,12,23,15.5,67,81,2025-09-25T15:00:00Z
15248,1758816000000,6,13,15.0,68,98,2025-09-25T16:00:00Z
15249,1758819600000,6,12,14.2,69,106,2025-09-25T17:00:00Z
15250,1758823200000,7,10,13.3,70,69,2025-09-25T18:00:00Z
15251,1758826800000,4,6,13.1,71,132,2025-09-25T19:00:00Z
15252,1758830400000,8,13,12.9,72,83,2025-09-25T20:00:00Z
15253,1758834000000,8,14,12.2,1,80,2025-09-25T21:00:00Z
15254,1758837600000,6,14,12.4,2,64,2025-09-25T22:00:00Z
15255,1758841200000,10,17,12.6,3,75,2025-09-25T23:00:00Z
15256,1758844800000,7,17,12.1,4,76,2025-09-26T00:00:00Z
15257,1758848400000,6,13,12.1,5,74,2025-09-26T01:00:00Z
15258,1758852000000,6,11,12.0,6,73,2025-09-26T02:00:00Z
15259,1758855600000,8,15,11.5,7,78,2025-09-26T03:00:00Z
15260,1758859200000,6,15,11.5,8,84,2025-09-26T04:00:00Z
15261,1758862800000,7,13,11.2,9,80,2025-09-26T05:00:00Z
15262,1758866400000,7,12,10.9,10,82,2025-09-26T06:00:00Z
15263,1758870000000,8,14,11.1,11,86,2025-09-26T07:00:00Z
15264,1758873600000,7,14,11.7,12,85,2025-09-26T08:00:00Z
15265,1758877200000,7,13,12.5,13,83,2025-09-26T09:00:00Z
15266,1758880800000,7,14,13.0,14,100,2025-09-26T10:00:00Z
15267,1758884400000,7,15,14.5,15,104,2025-09-26T11:00:00Z
15268,1758888000000,6,16,15.3,16,112,2025-09-26T12:00:00Z
