timestamp,WindForecastAvr,WindForecastMax,Temperature,Pressure,WindDirection,Rain,RH,Clouds,low_cloud_cover,medium_cloud_cover,high_cloud_cover,cloud_base,global_radiation,iso_time
1767016800000,5,9,7.1,1026,324,0.0,83,98,0,0,98,12356,0,2025-12-29T14:00:00Z
1767020400000,6,11,6.9,1025,335,0.0,86,100,100,0,92,615,0,2025-12-29T15:00:00Z
1767024000000,5,8,6.5,1025,299,0.0,89,100,94,0,100,1194,0,2025-12-29T16:00:00Z
1767027600000,5,11,6.6,1025,329,0.0,89,100,100,0,100,1464,0,2025-12-29T17:00:00Z
1767031200000,6,12,6.8,1025,0,0.0,90,100,0,0,100,1561,0,2025-12-29T18:00:00Z
1767034800000,6,11,6.2,1026,22,0.0,86,100,100,0,79,1190,0,2025-12-29T19:00:00Z
1767038400000,5,9,5.7,1027,37,0.0,86,100,100,0,99,1106,0,2025-12-29T20:00:00Z
1767042000000,4,8,5.1,1027,23,0.0,89,100,100,0,99,1274,0,2025-12-29T21:00:00Z
1767045600000,6,11,5.3,1027,21,0.0,83,100,100,0,25,1274,0,2025-12-29T22:00:00Z
1767049200000,5,11,4.4,1027,10,0.0,80,36,12,0,27,9999,0,2025-12-29T23:00:00Z
1767052800000,6,9,3.7,1027,4,0.0,85,17,0,0,17,9999,0,2025-12-30T00:00:00Z
1767056400000,5,10,3.1,1028,9,0.0,82,6,0,0,6,9999,0,2025-12-30T01:00:00Z
1767060000000,8,13,3.3,1028,20,0.0,76,59,0,0,59,11797,0,2025-12-30T02:00:00Z
1767063600000,6,13,3.6,1028,13,0.0,74,41,41,0,0,9999,0,2025-12-30T03:00:00Z
1767067200000,7,16,4.2,1028,0,0.0,80,77,77,0,0,1185,0,2025-12-30T04:00:00Z
1767070800000,7,12,3.9,1029,17,0.0,74,0,0,0,0,9999,0,2025-12-30T05:00:00Z
1767074400000,7,12,3.5,1029,9,0.0,71,100,100,82,0,1360,0,2025-12-30T06:00:00Z
1767078000000,10,18,4.3,1029,1,0.0,72,99,98,53,0,1747,0,2025-12-30T07:00:00Z
1767081600000,6,16,3.4,1030,4,0.0,78,99,99,30,0,1747,106,2025-12-30T08:00:00Z
1767085200000,6,14,4.2,1030,5,0.0,71,96,96,0,0,1749,26093,2025-12-30T09:00:00Z
1767088800000,7,17,4.8,1031,7,0.0,73,23,23,0,0,9999,37810,2025-12-30T10:00:00Z
1767092400000,10,17,6.2,1031,12,0.0,63,0,0,0,0,9999,29978,2025-12-30T11:00:00Z
1767096000000,10,18,6.6,1030,10,0.0,56,0,0,0,0,9999,36882,2025-12-30T12:00:00Z
1767099600000,9,18,6.6,1030,10,0.0,57,0,0,0,0,9999,53223,2025-12-30T13:00:00Z
1767103200000,10,18,6.3,1031,1,0.0,65,88,88,0,0,1749,64428,2025-12-30T14:00:00Z
1767106800000,7,18,5.6,1031,356,0.0,72,0,0,0,0,9999,65247,2025-12-30T15:00:00Z
1767110400000,7,12,4.7,1031,357,0.0,74,97,97,0,0,1186,36844,2025-12-30T16:00:00Z
1767114000000,6,11,5.2,1031,2,0.0,72,99,98,93,0,1856,36844,2025-12-30T17:00:00Z
1767117600000,6,11,5.1,1031,5,0.0,78,98,42,97,0,1967,36844,2025-12-30T18:00:00Z
1767121200000,5,10,4.0,1031,4,0.0,80,0,0,0,0,9999,36844,2025-12-30T19:00:00Z
1767124800000,3,8,3.1,1031,341,0.0,82,38,25,17,0,9999,36844,2025-12-30T20:00:00Z
1767128400000,4,5,3.4,1031,324,0.0,81,100,85,100,0,1857,36844,2025-12-30T21:00:00Z
1767132000000,4,11,3.6,1030,322,0.0,83,51,16,42,0,9999,36844,2025-12-30T22:00:00Z
1767135600000,4,6,4.1,1030,339,0.0,82,100,100,100,0,873,36844,2025-12-30T23:00:00Z
1767139200000,4,8,4.2,1030,321,0.0,85,99,31,99,0,2082,36844,2025-12-31T00:00:00Z
1767142800000,4,7,4.5,1029,332,0.0,82,99,99,0,0,804,36844,2025-12-31T01:00:00Z
1767146400000,4,8,4.7,1029,322,0.0,81,61,61,0,0,9999,36844,2025-12-31T02:00:00Z
1767150000000,5,7,3.9,1028,313,0.0,82,96,96,0,0,1453,36844,2025-12-31T03:00:00Z
1767153600000,5,7,4.1,1028,292,0.0,83,100,100,0,5,1187,36844,2025-12-31T04:00:00Z
1767157200000,6,10,5.0,1027,308,0.0,78,100,100,95,6,1274,36844,2025-12-31T05:00:00Z
1767160800000,7,11,5.6,1027,300,0.0,78,100,100,55,5,1189,36844,2025-12-31T06:00:00Z
1767164400000,8,15,6.1,1027,300,0.0,81,99,99,0,4,1275,37034,2025-12-31T07:00:00Z
1767168000000,9,15,6.4,1027,308,0.0,79,99,99,0,0,1190,36886,2025-12-31T08:00:00Z
1767171600000,8,17,6.4,1026,300,0.0,83,99,99,0,0,1365,15527,2025-12-31T09:00:00Z
1767175200000,11,19,6.8,1026,302,0.0,76,100,100,0,0,1275,60626,2025-12-31T10:00:00Z
1767178800000,12,21,6.8,1025,295,0.0,74,100,100,0,0,1363,47155,2025-12-31T11:00:00Z
1767182400000,15,25,6.8,1024,292,0.0,69,81,81,0,0,1454,48868,2025-12-31T12:00:00Z
1767186000000,13,25,6.6,1024,288,0.0,73,100,100,0,0,804,21532,2025-12-31T13:00:00Z
1767189600000,13,23,6.3,1023,297,0.0,77,96,96,0,0,1551,57923,2025-12-31T14:00:00Z
1767193200000,12,22,6.2,1023,291,0.0,79,100,100,0,0,612,17338,2025-12-31T15:00:00Z
1767196800000,12,22,6.2,1022,291,0.0,80,100,100,0,0,804,28054,2025-12-31T16:00:00Z
1767200400000,12,23,6.4,1021,286,0.0,78,100,100,0,0,1553,27862,2025-12-31T17:00:00Z
1767204000000,11,21,6.1,1021,286,0.0,77,99,99,0,5,673,27862,2025-12-31T18:00:00Z
1767207600000,10,20,5.7,1020,281,0.0,77,82,62,0,51,9999,27862,2025-12-31T19:00:00Z
1767211200000,9,18,4.9,1019,275,0.0,80,87,19,0,84,9999,27862,2025-12-31T20:00:00Z
1767214800000,10,17,5.2,1018,272,0.0,81,100,100,0,1,553,27862,2025-12-31T21:00:00Z
1767218400000,12,20,5.6,1017,272,0.0,77,100,100,0,39,672,27862,2025-12-31T22:00:00Z
1767222000000,14,24,5.7,1016,273,0.0,79,100,100,0,74,611,27862,2025-12-31T23:00:00Z
1767225600000,14,25,5.7,1015,269,0.0,79,100,100,0,92,1022,27862,2026-01-01T00:00:00Z
1767229200000,15,27,6.0,1014,273,0.0,79,100,100,0,94,672,27862,2026-01-01T01:00:00Z
1767232800000,17,29,5.9,1013,267,0.0,77,100,100,0,65,672,27862,2026-01-01T02:00:00Z
1767236400000,17,30,5.9,1012,265,0.0,75,100,100,0,21,1450,27862,2026-01-01T03:00:00Z
1767240000000,17,30,5.7,1010,259,0.0,75,100,100,0,54,1358,27862,2026-01-01T04:00:00Z
1767243600000,18,32,5.8,1009,259,0.0,80,100,99,0,74,1546,27862,2026-01-01T05:00:00Z
1767247200000,19,33,5.9,1008,261,0.0,78,100,100,100,100,672,27862,2026-01-01T06:00:00Z
