log_id,timestamp,AverageWind,MaxWind,MinWind,WaterTemperatuur,AccuTemperatuur,row_id,longitude,latitude,WindDirection,iso_time
297323,1757980871000,19,28,12,0,15.0,286,0,0,227,2025-09-16T00:01:11Z
297324,1757981054000,20,26,14,0,15.0,287,0,0,233,2025-09-16T00:04:14Z
297325,1757981230000,18,23,13,0,15.0,288,0,0,231,2025-09-16T00:07:10Z
297326,1757981410000,19,25,14,0,15.0,289,0,0,244,2025-09-16T00:10:10Z
297328,1757981771000,19,25,14,0,15.0,290,0,0,251,2025-09-16T00:16:11Z
297329,1757981950000,17,22,13,0,15.0,291,0,0,240,2025-09-16T00:19:10Z
297330,1757982130000,16,23,13,0,15.0,292,0,0,235,2025-09-16T00:22:10Z
297331,1757982310000,17,21,11,0,15.0,293,0,0,237,2025-09-16T00:25:10Z
297332,1757982491000,19,26,14,0,15.0,294,0,0,254,2025-09-16T00:28:11Z
297333,1757982671000,20,26,14,0,15.0,295,0,0,245,2025-09-16T00:31:11Z
297334,1757982851000,18,21,14,0,15.0,296,0,0,232,2025-09-16T00:34:11Z
297335,1757983030000,18,25,12,0,15.0,297,0,0,253,2025-09-16T00:37:10Z
297336,1757983211000,16,20,11,0,15.5,298,0,0,258,2025-09-16T00:40:11Z
297337,1757983390000,18,24,14,0,15.5,299,0,0,241,2025-09-16T00:43:10Z
297338,1757983570000,19,25,13,0,15.0,300,0,0,240,2025-09-16T00:46:10Z
297339,1757983751000,21,32,16,0,15.0,301,0,0,254,2025-09-16T00:49:11Z
297340,1757983930000,21,27,18,0,15.0,302,0,0,253,2025-09-16T00:52:10Z
297341,1757984110000,17,25,13,0,15.0,303,0,0,253,2025-09-16T00:55:10Z
297342,1757984291000,19,27,15,0,15.0,304,0,0,250,2025-09-16T00:58:11Z
297343,1757984470000,21,29,14,0,15.5,305,0,0,257,2025-09-16T01:01:10Z
297344,1757984651000,22,28,15,0,15.5,306,0,0,249,2025-09-16T01:04:11Z
297345,1757984830000,18,29,10,0,15.5,307,0,0,236,2025-09-16T01:07:10Z
297346,1757985011000,14,20,9,0,16.0,308,0,0,245,2025-09-16T01:10:11Z
297347,1757985198000,17,24,12,0,16.0,309,0,0,247,2025-09-16T01:13:18Z
297349,1757985621000,21,29,11,0,16.0,310,0,0,254,2025-09-16T01:20:21Z
297350,1757985731000,19,33,14,0,16.0,311,0,0,253,2025-09-16T01:22:11Z
297351,1757985912000,18,25,12,0,15.5,312,0,0,238,2025-09-16T01:25:12Z
297352,1757986091000,19,23,15,0,15.5,313,0,0,249,2025-09-16T01:28:11Z
297354,1757986452000,17,24,14,0,15.5,314,0,0,244,2025-09-16T01:34:12Z
297355,1757986630000,18,24,13,0,15.5,315,0,0,247,2025-09-16T01:37:10Z
297356,1757986811000,18,23,13,0,15.5,316,0,0,247,2025-09-16T01:40:11Z
297357,1757986990000,18,27,12,0,15.5,317,0,0,240,2025-09-16T01:43:10Z
297358,1757987170000,20,25,14,0,15.5,318,0,0,238,2025-09-16T01:46:10Z
