log_id,timestamp,WindForecastAvr,WindForecastMax,Temperature,row_id,WindDirection,iso_time
15700,1760443200000,4,10,16.6,16,4,2025-10-14T12:00:00Z
15701,1760446800000,7,13,15.6,17,344,2025-10-14T13:00:00Z
15702,1760450400000,11,19,15.6,18,347,2025-10-14T14:00:00Z
15703,1760454000000,9,16,15.2,19,355,2025-10-14T15:00:00Z
15704,1760457600000,6,12,14.8,20,355,2025-10-14T16:00:00Z
15705,1760461200000,6,11,14.3,21,2,2025-10-14T17:00:00Z
15706,1760464800000,5,10,14.0,22,352,2025-10-14T18:00:00Z
15707,1760468400000,2,7,13.4,23,4,2025-10-14T19:00:00Z
15708,1760472000000,5,8,13.5,24,22,2025-10-14T20:00:00Z
15709,1760475600000,4,8,13.6,25,7,2025-10-14T21:00:00Z
15710,1760479200000,4,9,13.6,26,3,2025-10-14T22:00:00Z
15711,1760482800000,6,10,13.7,27,5,2025-10-14T23:00:00Z
15712,1760486400000,5,10,13.6,28,16,2025-10-15T00:00:00Z
15713,1760490000000,4,9,13.7,29,8,2025-10-15T01:00:00Z
15714,1760493600000,4,7,13.7,30,357,2025-10-15T02:00:00Z
15715,1760497200000,6,9,13.7,31,358,2025-10-15T03:00:00Z
15716,1760500800000,6,11,13.8,32,3,2025-10-15T04:00:00Z
15717,1760504400000,6,11,13.6,33,19,2025-10-15T05:00:00Z
15718,1760508000000,5,10,13.5,34,21,2025-10-15T06:00:00Z
15719,1760511600000,4,8,13.6,35,29,2025-10-15T07:00:00Z
15720,1760515200000,5,8,13.6,36,29,2025-10-15T08:00:00Z
15721,1760518800000,5,9,13.8,37,26,2025-10-15T09:00:00Z
15722,1760522400000,4,9,14.1,38,33,2025-10-15T10:00:00Z
15723,1760526000000,4,9,14.4,39,23,2025-10-15T11:00:00Z
15724,1760529600000,6,12,14.0,40,1,2025-10-15T12:00:00Z
