log_id,timestamp,WindForecastAvr,WindForecastMax,Temperature,row_id,WindDirection,iso_time
14884,1757505600000,9,18,20.0,64,137,2025-09-10T12:00:00Z
14885,1757509200000,10,19,20.2,65,134,2025-09-10T13:00:00Z
14886,1757512800000,10,20,20.2,66,135,2025-09-10T14:00:00Z
14887,1757516400000,6,12,19.9,67,146,2025-09-10T15:00:00Z
14888,1757520000000,5,9,17.9,68,131,2025-09-10T16:00:00Z
14889,1757523600000,9,15,17.5,69,102,2025-09-10T17:00:00Z
14890,1757527200000,8,16,18.3,70,150,2025-09-10T18:00:00Z
14891,1757530800000,6,9,16.3,71,143,2025-09-10T19:00:00Z
14892,1757534400000,6,9,16.1,72,155,2025-09-10T20:00:00Z
14893,1757538000000,5,10,16.6,1,155,2025-09-10T21:00:00Z
14894,1757541600000,7,11,16.1,2,158,2025-09-10T22:00:00Z
14895,1757545200000,10,18,16.5,3,187,2025-09-10T23:00:00Z
14896,1757548800000,10,18,16.3,4,187,2025-09-11T00:00:00Z
14897,1757552400000,12,21,16.4,5,197,2025-09-11T01:00:00Z
14898,1757556000000,13,23,16.2,6,205,2025-09-11T02:00:00Z
14899,1757559600000,10,24,16.3,7,225,2025-09-11T03:00:00Z
14900,1757563200000,13,25,16.6,8,252,2025-09-11T04:00:00Z
14901,1757566800000,12,25,16.2,9,260,2025-09-11T05:00:00Z
14902,1757570400000,12,22,16.2,10,255,2025-09-11T06:00:00Z
14903,1757574000000,12,22,16.3,11,250,2025-09-11T07:00:00Z
14904,1757577600000,12,21,16.7,12,249,2025-09-11T08:00:00Z
14905,1757581200000,12,22,17.3,13,250,2025-09-11T09:00:00Z
14906,1757584800000,11,22,17.1,14,238,2025-09-11T10:00:00Z
14907,1757588400000,12,23,18.2,15,233,2025-09-11T11:00:00Z
14908,1757592000000,14,25,16.7,16,217,2025-09-11T12:00:00Z
