log_id,timestamp,WindForecastAvr,WindForecastMax,Temperature,row_id,WindDirection,iso_time
15196,1758628800000,5,12,14.4,16,61,2025-09-23T12:00:00Z
15197,1758632400000,5,11,17.1,17,17,2025-09-23T13:00:00Z
15198,1758636000000,7,13,16.7,18,27,2025-09-23T14:00:00Z
15199,1758639600000,8,14,16.6,19,29,2025-09-23T15:00:00Z
15200,1758643200000,7,14,16.9,20,22,2025-09-23T16:00:00Z
15201,1758646800000,8,16,15.8,21,25,2025-09-23T17:00:00Z
15202,1758650400000,9,17,14.1,22,26,2025-09-23T18:00:00Z
15203,1758654000000,8,15,13.7,23,43,2025-09-23T19:00:00Z
15204,1758657600000,5,12,12.8,24,39,2025-09-23T20:00:00Z
15205,1758661200000,5,10,11.6,25,26,2025-09-23T21:00:00Z
15206,1758664800000,6,10,10.8,26,24,2025-09-23T22:00:00Z
15207,1758668400000,6,10,10.4,27,37,2025-09-23T23:00:00Z
15208,1758672000000,6,10,10.1,28,40,2025-09-24T00:00:00Z
15209,1758675600000,6,10,9.8,29,39,2025-09-24T01:00:00Z
15210,1758679200000,7,11,9.6,30,34,2025-09-24T02:00:00Z
15211,1758682800000,6,11,9.4,31,42,2025-09-24T03:00:00Z
15212,1758686400000,6,10,9.3,32,42,2025-09-24T04:00:00Z
15213,1758690000000,6,10,8.8,33,36,2025-09-24T05:00:00Z
15214,1758693600000,6,10,8.7,34,38,2025-09-24T06:00:00Z
15215,1758697200000,8,13,10.1,35,41,2025-09-24T07:00:00Z
15216,1758700800000,8,15,11.8,36,55,2025-09-24T08:00:00Z
15217,1758704400000,10,19,13.2,37,61,2025-09-24T09:00:00Z
15218,1758708000000,12,23,13.9,38,62,2025-09-24T10:00:00Z
15219,1758711600000,12,23,14.6,39,65,2025-09-24T11:00:00Z
15220,1758715200000,13,24,15.3,40,65,2025-09-24T12:00:00Z
