log_id,timestamp,WindForecastAvr,WindForecastMax,Temperature,row_id,WindDirection,iso_time
15052,1758110400000,11,20,14.5,16,196,2025-09-17T12:00:00Z
15053,1758114000000,11,20,14.5,17,193,2025-09-17T13:00:00Z
15054,1758117600000,12,21,14.6,18,204,2025-09-17T14:00:00Z
15055,1758121200000,9,17,14.9,19,202,2025-09-17T15:00:00Z
15056,1758124800000,9,18,15.5,20,197,2025-09-17T16:00:00Z
15057,1758128400000,10,19,15.9,21,208,2025-09-17T17:00:00Z
15058,1758132000000,13,25,16.4,22,220,2025-09-17T18:00:00Z
15059,1758135600000,17,30,17.1,23,225,2025-09-17T19:00:00Z
15060,1758139200000,15,28,17.0,24,224,2025-09-17T20:00:00Z
15061,1758142800000,15,27,17.1,25,227,2025-09-17T21:00:00Z
15062,1758146400000,15,27,17.4,26,233,2025-09-17T22:00:00Z
15063,1758150000000,16,28,17.6,27,233,2025-09-17T23:00:00Z
15064,1758153600000,16,28,17.9,28,242,2025-09-18T00:00:00Z
15065,1758157200000,16,29,17.9,29,242,2025-09-18T01:00:00Z
15066,1758160800000,15,29,18.0,30,248,2025-09-18T02:00:00Z
15067,1758164400000,14,27,18.0,31,245,2025-09-18T03:00:00Z
15068,1758168000000,14,26,18.0,32,243,2025-09-18T04:00:00Z
15069,1758171600000,14,26,17.9,33,240,2025-09-18T05:00:00Z
15070,1758175200000,14,26,17.9,34,241,2025-09-18T06:00:00Z
15071,1758178800000,14,25,17.8,35,239,2025-09-18T07:00:00Z
15072,1758182400000,14,26,17.9,36,240,2025-09-18T08:00:00Z
15073,1758186000000,13,24,17.9,37,238,2025-09-18T09:00:00Z
15074,1758189600000,14,26,17.9,38,239,2025-09-18T10:00:00Z
15075,1758193200000,13,26,18.1,39,239,2025-09-18T11:00:00Z
15076,1758196800000,13,24,18.1,40,238,2025-09-18T12:00:00Z
