log_id,timestamp,WindForecastAvr,WindForecastMax,Temperature,row_id,WindDirection,iso_time
15484,1759665600000,16,30,13.2,16,288,2025-10-05T12:00:00Z
15485,1759669200000,15,29,14.3,17,287,2025-10-05T13:00:00Z
15486,1759672800000,15,27,13.4,18,290,2025-10-05T14:00:00Z
15487,1759676400000,14,28,14.0,19,291,2025-10-05T15:00:00Z
15488,1759680000000,16,29,14.1,20,295,2025-10-05T16:00:00Z
15489,1759683600000,14,26,13.9,21,299,2025-10-05T17:00:00Z
15490,1759687200000,13,23,13.8,22,309,2025-10-05T18:00:00Z
15491,1759690800000,11,20,14.0,23,309,2025-10-05T19:00:00Z
15492,1759694400000,9,17,14.2,24,318,2025-10-05T20:00:00Z
15493,1759698000000,9,17,14.0,25,317,2025-10-05T21:00:00Z
15494,1759701600000,10,17,13.9,26,300,2025-10-05T22:00:00Z
15495,1759705200000,9,16,13.9,27,301,2025-10-05T23:00:00Z
15496,1759708800000,10,18,14.2,28,288,2025-10-06T00:00:00Z
15497,1759712400000,12,22,14.4,29,297,2025-10-06T01:00:00Z
15498,1759716000000,14,24,14.4,30,291,2025-10-06T02:00:00Z
15499,1759719600000,14,25,14.5,31,296,2025-10-06T03:00:00Z
15500,1759723200000,13,25,14.5,32,297,2025-10-06T04:00:00Z
15501,1759726800000,12,24,14.5,33,298,2025-10-06T05:00:00Z
15502,1759730400000,10,20,14.6,34,295,2025-10-06T06:00:00Z
15503,1759734000000,9,17,14.3,35,286,2025-10-06T07:00:00Z
15504,1759737600000,8,15,14.3,36,278,2025-10-06T08:00:00Z
15505,1759741200000,9,16,14.4,37,271,2025-10-06T09:00:00Z
15506,1759744800000,12,20,14.2,38,270,2025-10-06T10:00:00Z
15507,1759748400000,11,20,14.2,39,276,2025-10-06T11:00:00Z
15508,1759752000000,10,19,14.3,40,281,2025-10-06T12:00:00Z
