log_id,timestamp,WindForecastAvr,WindForecastMax,Temperature,row_id,WindDirection,iso_time
14692,1756814400000,10,19,20.7,16,205,2025-09-02T12:00:00Z
14693,1756818000000,9,18,21.4,17,199,2025-09-02T13:00:00Z
14694,1756821600000,10,19,21.3,18,189,2025-09-02T14:00:00Z
14695,1756825200000,9,17,21.7,19,194,2025-09-02T15:00:00Z
14696,1756828800000,11,20,21.2,20,187,2025-09-02T16:00:00Z
14697,1756832400000,12,21,19.9,21,179,2025-09-02T17:00:00Z
14698,1756836000000,9,15,18.9,22,174,2025-09-02T18:00:00Z
14699,1756839600000,9,16,17.9,23,158,2025-09-02T19:00:00Z
14700,1756843200000,10,18,18.0,24,162,2025-09-02T20:00:00Z
14701,1756846800000,13,24,18.3,25,163,2025-09-02T21:00:00Z
14702,1756850400000,13,25,17.9,26,177,2025-09-02T22:00:00Z
14703,1756854000000,12,23,17.6,27,176,2025-09-02T23:00:00Z
14704,1756857600000,11,21,17.4,28,176,2025-09-03T00:00:00Z
14705,1756861200000,12,22,17.4,29,181,2025-09-03T01:00:00Z
14706,1756864800000,10,21,17.1,30,182,2025-09-03T02:00:00Z
14707,1756868400000,12,22,17.4,31,192,2025-09-03T03:00:00Z
14708,1756872000000,13,24,17.4,32,191,2025-09-03T04:00:00Z
14709,1756875600000,12,23,17.4,33,190,2025-09-03T05:00:00Z
14710,1756879200000,12,22,17.2,34,185,2025-09-03T06:00:00Z
14711,1756882800000,12,22,16.8,35,175,2025-09-03T07:00:00Z
14712,1756886400000,15,28,16.9,36,183,2025-09-03T08:00:00Z
14713,1756890000000,16,30,17.4,37,190,2025-09-03T09:00:00Z
14714,1756893600000,16,29,17.9,38,187,2025-09-03T10:00:00Z
14715,1756897200000,16,30,18.8,39,188,2025-09-03T11:00:00Z
14716,1756900800000,18,33,20.9,40,194,2025-09-03T12:00:00Z
