log_id,timestamp,WindForecastAvr,WindForecastMax,Temperature,row_id,WindDirection,iso_time
15268,1758888000000,7,14,15.4,16,124,2025-09-26T12:00:00Z
15269,1758891600000,5,12,15.7,17,121,2025-09-26T13:00:00Z
15270,1758895200000,5,11,15.5,18,117,2025-09-26T14:00:00Z
15271,1758898800000,5,11,15.4,19,117,2025-09-26T15:00:00Z
15272,1758902400000,5,9,15.0,20,97,2025-09-26T16:00:00Z
15273,1758906000000,6,10,14.0,21,85,2025-09-26T17:00:00Z
15274,1758909600000,4,5,12.3,22,103,2025-09-26T18:00:00Z
15275,1758913200000,1,2,11.4,23,97,2025-09-26T19:00:00Z
15276,1758916800000,3,6,10.9,24,80,2025-09-26T20:00:00Z
15277,1758920400000,3,4,9.9,25,36,2025-09-26T21:00:00Z
15278,1758924000000,3,4,9.7,26,54,2025-09-26T22:00:00Z
15279,1758927600000,3,6,10.0,27,78,2025-09-26T23:00:00Z
15280,1758931200000,2,5,10.7,28,40,2025-09-27T00:00:00Z
15281,1758934800000,2,4,10.4,29,36,2025-09-27T01:00:00Z
15282,1758938400000,6,9,11.1,30,67,2025-09-27T02:00:00Z
15283,1758942000000,4,10,10.8,31,85,2025-09-27T03:00:00Z
15284,1758945600000,3,7,10.0,32,69,2025-09-27T04:00:00Z
15285,1758949200000,4,6,9.4,33,91,2025-09-27T05:00:00Z
15286,1758952800000,2,6,9.9,34,96,2025-09-27T06:00:00Z
15287,1758956400000,5,8,10.8,35,90,2025-09-27T07:00:00Z
15288,1758960000000,4,10,11.7,36,99,2025-09-27T08:00:00Z
15289,1758963600000,4,10,12.9,37,131,2025-09-27T09:00:00Z
15290,1758967200000,4,10,14.2,38,134,2025-09-27T10:00:00Z
15291,1758970800000,5,11,15.3,39,115,2025-09-27T11:00:00Z
15292,1758974400000,4,11,16.3,40,133,2025-09-27T12:00:00Z
