log_id,timestamp,WindForecastAvr,WindForecastMax,Temperature,row_id,WindDirection,iso_time
15460,1759579200000,23,41,13.6,64,257,2025-10-04T12:00:00Z
15461,1759582800000,21,40,14.4,65,262,2025-10-04T13:00:00Z
15462,1759586400000,25,43,13.2,66,256,2025-10-04T14:00:00Z
15463,1759590000000,21,37,13.8,67,251,2025-10-04T15:00:00Z
15464,1759593600000,23,41,12.2,68,257,2025-10-04T16:00:00Z
15465,1759597200000,23,40,12.9,69,256,2025-10-04T17:00:00Z
15466,1759600800000,20,37,13.3,70,269,2025-10-04T18:00:00Z
15467,1759604400000,19,36,13.7,71,266,2025-10-04T19:00:00Z
15468,1759608000000,20,37,13.9,72,263,2025-10-04T20:00:00Z
15469,1759611600000,22,40,14.0,1,267,2025-10-04T21:00:00Z
15470,1759615200000,22,42,13.9,2,268,2025-10-04T22:00:00Z
15471,1759618800000,22,40,13.7,3,271,2025-10-04T23:00:00Z
15472,1759622400000,21,39,13.5,4,271,2025-10-05T00:00:00Z
15473,1759626000000,21,39,13.4,5,273,2025-10-05T01:00:00Z
15474,1759629600000,21,38,13.4,6,277,2025-10-05T02:00:00Z
15475,1759633200000,21,38,13.4,7,280,2025-10-05T03:00:00Z
15476,1759636800000,20,39,13.0,8,285,2025-10-05T04:00:00Z
15477,1759640400000,19,36,12.2,9,278,2025-10-05T05:00:00Z
15478,1759644000000,19,36,12.7,10,286,2025-10-05T06:00:00Z
15479,1759647600000,18,36,12.0,11,281,2025-10-05T07:00:00Z
15480,1759651200000,19,36,12.2,12,284,2025-10-05T08:00:00Z
15481,1759654800000,17,34,12.0,13,294,2025-10-05T09:00:00Z
15482,1759658400000,18,35,12.8,14,290,2025-10-05T10:00:00Z
15483,1759662000000,19,33,12.9,15,290,2025-10-05T11:00:00Z
15484,1759665600000,18,34,12.9,16,287,2025-10-05T12:00:00Z
