log_id,timestamp,AverageWind,MaxWind,MinWind,WaterTemperatuur,AccuTemperatuur,row_id,longitude,latitude,WindDirection,iso_time
342242,1770944436000,7,8,6,0,4.5,259,0,0,12,2026-02-13T01:00:36Z
342243,1770944616000,5,7,4,0,4.5,260,0,0,11,2026-02-13T01:03:36Z
342244,1770945156000,7,9,5,0,4.5,261,0,0,16,2026-02-13T01:12:36Z
342245,1770945336000,5,7,4,0,4.5,262,0,0,7,2026-02-13T01:15:36Z
342246,1770945516000,7,8,6,0,4.5,263,0,0,347,2026-02-13T01:18:36Z
342248,1770946056000,5,7,4,0,4.5,264,0,0,348,2026-02-13T01:27:36Z
342249,1770946236000,6,8,4,0,4.5,265,0,0,359,2026-02-13T01:30:36Z
342250,1770946597000,6,9,5,0,4.5,266,0,0,359,2026-02-13T01:36:37Z
342251,1770946776000,6,7,5,0,4.5,267,0,0,7,2026-02-13T01:39:36Z
342252,1770947137000,7,9,6,0,4.5,268,0,0,10,2026-02-13T01:45:37Z
342253,1770948037000,5,6,4,0,4.5,269,0,0,12,2026-02-13T02:00:37Z
342254,1770948217000,5,6,3,0,4.5,270,0,0,12,2026-02-13T02:03:37Z
342255,1770948397000,5,7,4,0,4.5,271,0,0,12,2026-02-13T02:06:37Z
342256,1770948757000,5,7,4,0,4.5,272,0,0,15,2026-02-13T02:12:37Z
342257,1770948937000,5,7,5,0,4.5,273,0,0,16,2026-02-13T02:15:37Z
342258,1770949116000,6,8,4,0,4.5,274,0,0,10,2026-02-13T02:18:36Z
342259,1770949657000,7,8,5,0,4.5,275,0,0,16,2026-02-13T02:27:37Z
342260,1770949838000,5,6,4,0,4.5,276,0,0,16,2026-02-13T02:30:38Z
342261,1770950017000,5,7,4,0,4.5,277,0,0,15,2026-02-13T02:33:37Z
342262,1770950377000,5,6,3,0,4.5,278,0,0,1,2026-02-13T02:39:37Z
342263,1770950557000,5,5,4,0,4.5,279,0,0,1,2026-02-13T02:42:37Z
342264,1770950917000,3,4,3,0,4.5,280,0,0,1,2026-02-13T02:48:37Z
342265,1770951097000,3,5,3,0,4.5,281,0,0,1,2026-02-13T02:51:37Z
342266,1770951277000,3,4,3,0,4.5,282,0,0,1,2026-02-13T02:54:37Z
342267,1770951638000,5,6,4,0,4.5,283,0,0,2,2026-02-13T03:00:38Z
342268,1770951817000,4,6,4,0,4.5,284,0,0,2,2026-02-13T03:03:37Z
342269,1770952357000,6,7,3,0,4.5,285,0,0,12,2026-02-13T03:12:37Z
342270,1770952537000,5,7,4,0,4.5,286,0,0,15,2026-02-13T03:15:37Z
342271,1770952718000,4,6,4,0,4.5,287,0,0,15,2026-02-13T03:18:38Z
342272,1770952897000,5,7,4,0,3.5,288,0,0,15,2026-02-13T03:21:37Z
342273,1770953798000,5,7,4,0,3.5,289,0,0,24,2026-02-13T03:36:38Z
342274,1770953977000,5,7,3,0,3.5,290,0,0,24,2026-02-13T03:39:37Z
342275,1770954517000,5,6,3,0,3.5,291,0,0,23,2026-02-13T03:48:37Z
342276,1770954698000,3,5,3,0,3.5,292,0,0,23,2026-02-13T03:51:38Z
342277,1770954877000,4,7,3,0,3.5,293,0,0,23,2026-02-13T03:54:37Z
342278,1770955238000,4,7,2,0,3.0,294,0,0,23,2026-02-13T04:00:38Z
342279,1770955418000,4,7,3,0,3.0,295,0,0,23,2026-02-13T04:03:38Z
342280,1770955598000,5,6,3,0,3.0,296,0,0,23,2026-02-13T04:06:38Z
342281,1770955778000,5,6,3,0,3.0,297,0,0,23,2026-02-13T04:09:38Z
342282,1770956138000,5,7,3,0,3.0,298,0,0,24,2026-02-13T04:15:38Z
342283,1770956318000,5,6,3,0,3.0,299,0,0,24,2026-02-13T04:18:38Z
342284,1770956678000,5,8,4,0,3.0,300,0,0,22,2026-02-13T04:24:38Z
342285,1770956857000,5,7,4,0,3.0,301,0,0,21,2026-02-13T04:27:37Z
342286,1770957218000,5,7,3,0,3.0,302,0,0,22,2026-02-13T04:33:38Z
342287,1770957578000,4,7,3,0,3.0,303,0,0,24,2026-02-13T04:39:38Z
342288,1770958119000,6,8,5,0,3.0,304,0,0,36,2026-02-13T04:48:39Z
342290,1770958298000,4,6,3,0,3.0,305,0,0,38,2026-02-13T04:51:38Z
342291,1770958478000,3,5,2,0,3.0,306,0,0,39,2026-02-13T04:54:38Z
342292,1770958662000,5,7,3,0,2.5,307,0,0,38,2026-02-13T04:57:42Z
342293,1770959018000,3,5,3,0,2.5,308,0,0,39,2026-02-13T05:03:38Z
342294,1770959198000,3,4,2,0,2.5,309,0,0,39,2026-02-13T05:06:38Z
342295,1770959558000,3,5,2,0,2.5,310,0,0,39,2026-02-13T05:12:38Z
342296,1770959738000,3,5,2,0,2.5,311,0,0,39,2026-02-13T05:15:38Z
342297,1770960638000,3,5,2,0,2.5,312,0,0,39,2026-02-13T05:30:38Z
342298,1770960998000,3,4,2,0,2.5,313,0,0,39,2026-02-13T05:36:38Z
342299,1770961178000,4,6,3,0,2.5,314,0,0,39,2026-02-13T05:39:38Z
342300,1770961358000,4,6,3,0,2.5,315,0,0,39,2026-02-13T05:42:38Z
342301,1770961898000,4,7,3,0,2.5,316,0,0,39,2026-02-13T05:51:38Z
342302,1770962078000,4,6,3,0,2.5,317,0,0,38,2026-02-13T05:54:38Z
342303,1770962439000,3,4,3,0,2.5,318,0,0,38,2026-02-13T06:00:39Z
342304,1770963338000,4,6,3,0,2.5,319,0,0,39,2026-02-13T06:15:38Z
342305,1770963518000,4,6,3,0,2.5,320,0,0,39,2026-02-13T06:18:38Z
342306,1770963879000,4,4,3,0,2.5,321,0,0,39,2026-02-13T06:24:39Z
342307,1770964059000,4,6,3,0,2.5,322,0,0,39,2026-02-13T06:27:39Z
342308,1770964238000,4,5,3,0,2.5,323,0,0,39,2026-02-13T06:30:38Z
342309,1770964419000,3,4,3,0,2.5,324,0,0,39,2026-02-13T06:33:39Z
342310,1770964779000,3,3,2,0,2.5,325,0,0,39,2026-02-13T06:39:39Z
342311,1770965319000,4,5,3,0,2.5,326,0,0,39,2026-02-13T06:48:39Z
342312,1770965499000,3,4,3,0,2.5,327,0,0,39,2026-02-13T06:51:39Z
342313,1770965679000,3,5,2,0,2.5,328,0,0,39,2026-02-13T06:54:39Z
342314,1770965859000,4,6,3,0,2.5,329,0,0,39,2026-02-13T06:57:39Z
342315,1770966399000,4,6,3,0,2.5,330,0,0,39,2026-02-13T07:06:39Z
342316,1770966759000,3,4,3,0,2.5,331,0,0,39,2026-02-13T07:12:39Z
342317,1770966939000,3,3,2,0,2.5,332,0,0,39,2026-02-13T07:15:39Z
342318,1770967299000,3,5,2,0,2.5,333,0,0,40,2026-02-13T07:21:39Z
342319,1770967660000,3,4,2,0,2.5,334,0,0,40,2026-02-13T07:27:40Z
342320,1770968379000,5,8,3,0,2.5,335,0,0,40,2026-02-13T07:39:39Z
342321,1770969099000,4,6,3,0,2.5,336,0,0,40,2026-02-13T07:51:39Z
342322,1770969639000,6,10,3,0,2.5,337,0,0,43,2026-02-13T08:00:39Z
342323,1770969819000,5,7,3,0,2.5,338,0,0,44,2026-02-13T08:03:39Z
342324,1770970540000,4,7,2,0,2.5,339,0,0,64,2026-02-13T08:15:40Z
342325,1770970720000,3,5,2,0,2.5,340,0,0,67,2026-02-13T08:18:40Z
342326,1770971080000,2,3,1,0,2.5,341,0,0,66,2026-02-13T08:24:40Z
342327,1770971259000,2,5,0,0,2.5,342,0,0,67,2026-02-13T08:27:39Z
342328,1770971440000,3,7,2,0,2.5,343,0,0,72,2026-02-13T08:30:40Z
342329,1770971980000,3,7,2,0,2.5,344,0,0,79,2026-02-13T08:39:40Z
342330,1770972160000,3,5,2,0,2.5,345,0,0,79,2026-02-13T08:42:40Z
342331,1770972520000,4,7,2,0,2.5,346,0,0,79,2026-02-13T08:48:40Z
342332,1770972700000,5,7,3,0,2.5,347,0,0,81,2026-02-13T08:51:40Z
342333,1770972880000,4,6,3,0,2.5,348,0,0,91,2026-02-13T08:54:40Z
