log_id,timestamp,WindForecastAvr,WindForecastMax,Temperature,row_id,WindDirection,iso_time
15172,1758542400000,8,17,16.0,64,10,2025-09-22T12:00:00Z
15173,1758546000000,10,20,16.2,65,7,2025-09-22T13:00:00Z
15174,1758549600000,11,21,15.6,66,9,2025-09-22T14:00:00Z
15175,1758553200000,11,21,15.7,67,13,2025-09-22T15:00:00Z
15176,1758556800000,11,20,15.1,68,18,2025-09-22T16:00:00Z
15177,1758560400000,9,16,14.3,69,25,2025-09-22T17:00:00Z
15178,1758564000000,7,12,13.1,70,27,2025-09-22T18:00:00Z
15179,1758567600000,4,7,12.1,71,41,2025-09-22T19:00:00Z
15180,1758571200000,4,8,11.2,72,30,2025-09-22T20:00:00Z
15181,1758574800000,5,9,11.3,1,25,2025-09-22T21:00:00Z
15182,1758578400000,5,9,10.8,2,44,2025-09-22T22:00:00Z
15183,1758582000000,5,7,10.2,3,29,2025-09-22T23:00:00Z
15184,1758585600000,4,7,9.8,4,38,2025-09-23T00:00:00Z
15185,1758589200000,4,5,9.5,5,30,2025-09-23T01:00:00Z
15186,1758592800000,3,5,9.0,6,348,2025-09-23T02:00:00Z
15187,1758596400000,3,5,8.7,7,336,2025-09-23T03:00:00Z
15188,1758600000000,5,7,10.3,8,5,2025-09-23T04:00:00Z
15189,1758603600000,1,7,10.3,9,48,2025-09-23T05:00:00Z
15190,1758607200000,3,5,11.6,10,351,2025-09-23T06:00:00Z
15191,1758610800000,5,9,12.9,11,36,2025-09-23T07:00:00Z
15192,1758614400000,5,11,12.9,12,57,2025-09-23T08:00:00Z
15193,1758618000000,7,13,14.6,13,42,2025-09-23T09:00:00Z
15194,1758621600000,8,16,15.7,14,41,2025-09-23T10:00:00Z
15195,1758625200000,7,16,16.3,15,36,2025-09-23T11:00:00Z
15196,1758628800000,8,16,16.9,16,37,2025-09-23T12:00:00Z
